コード,sector,industry
6233,Industrials,Specialty Industrial Machinery
6183,Industrials,Specialty Business Services
6562,Communication Services,Internet Content & Information
5532,Real Estate,Real Estate Services
8802,Real Estate,Real Estate - Diversified
6181,Consumer Cyclical,Personal Services
3479,Real Estate,Real Estate Services
7494,Consumer Cyclical,Apparel Retail
8801,Real Estate,Real Estate - Diversified
9823,Consumer Defensive,Grocery Stores
3286,Industrials,Specialty Business Services
2789,Consumer Cyclical,Restaurants
7616,Consumer Cyclical,Restaurants
9119,Industrials,Marine Shipping
367A,Consumer Cyclical,Luxury Goods
5248,Technology,Software - Application
7601,Consumer Cyclical,Department Stores
3160,Consumer Defensive,Food Distribution
4381,Technology,Software - Application
8242,Consumer Defensive,Grocery Stores
3557,Consumer Cyclical,Restaurants
6571,Consumer Cyclical,Personal Services
8025,Consumer Cyclical,Apparel Retail
9878,Consumer Cyclical,Apparel Retail
7918,Consumer Cyclical,Restaurants
6189,Industrials,Specialty Business Services
3010,Consumer Cyclical,Lodging
9679,Financial Services,Insurance - Diversified
2162,Technology,Electronic Components
1873,Consumer Cyclical,Residential Construction
4005,Basic Materials,Chemicals
286A,Healthcare,Medical Care Facilities
9361,Industrials,Marine Shipping
8217,Consumer Cyclical,Department Stores
3238,Real Estate,Real Estate Services
2666,Consumer Cyclical,Specialty Retail
7512,Consumer Cyclical,Department Stores
7791,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
7369,Industrials,Specialty Business Services
3103,Basic Materials,Specialty Chemicals
7625,Consumer Cyclical,Restaurants
3101,Basic Materials,Specialty Chemicals
9313,Industrials,Specialty Business Services
9311,Industrials,Integrated Freight & Logistics
8818,Real Estate,Real Estate Services
2918,Consumer Defensive,Packaged Foods
8233,Consumer Cyclical,Department Stores
7071,Healthcare,Medical Care Facilities
9380,Industrials,Marine Shipping
9778,Consumer Defensive,Education & Training Services
9069,Industrials,Integrated Freight & Logistics
9956,Consumer Cyclical,Department Stores
9432,Communication Services,Telecom Services
3192,Consumer Cyclical,Internet Retail
4691,Consumer Cyclical,Lodging
9366,Industrials,Integrated Freight & Logistics
3021,Technology,Computer Hardware
3612,Consumer Cyclical,Department Stores
7083,Healthcare,Medical Care Facilities
9534,Utilities,Utilities - Regulated Gas
9704,Consumer Cyclical,Lodging
9399,Technology,Software - Application
2778,Consumer Cyclical,Apparel Retail
8107,Consumer Cyclical,Apparel Manufacturing
3182,Consumer Cyclical,Internet Retail
9619,Industrials,Rental & Leasing Services
9326,Industrials,Integrated Freight & Logistics
9502,Utilities,Utilities - Diversified
9251,Consumer Cyclical,Personal Services
7686,Consumer Defensive,Food Distribution
2933,Consumer Defensive,Packaged Foods
8273,Consumer Cyclical,Department Stores
4343,Consumer Cyclical,Leisure
4615,Basic Materials,Specialty Chemicals
4245,Industrials,Waste Management
4720,Consumer Defensive,Education & Training Services
8181,Consumer Cyclical,Restaurants
7743,Healthcare,Medical Instruments & Supplies
2502,Consumer Defensive,Beverages - Brewers
9142,Industrials,Conglomerates
3086,Consumer Cyclical,Department Stores
9846,Consumer Defensive,Grocery Stores
9166,Consumer Cyclical,Leisure
3326,Consumer Cyclical,Leisure
3861,Basic Materials,Paper & Paper Products
8830,Real Estate,Real Estate Services
549A,Industrials,Security & Protection Services
3289,Real Estate,Real Estate - Diversified
7814,Industrials,Specialty Business Services
9045,Industrials,Conglomerates
7065,Industrials,Rental & Leasing Services
8267,Consumer Cyclical,Department Stores
2653,Consumer Cyclical,Department Stores
3382,Consumer Defensive,Grocery Stores
2927,Consumer Defensive,Packaged Foods
4235,Consumer Cyclical,Textile Manufacturing
5074,Utilities,Utilities - Renewable
6217,Industrials,Specialty Industrial Machinery
7037,Healthcare,Medical Care Facilities
9008,Industrials,Conglomerates
9052,Industrials,Railroads
4188,Basic Materials,Specialty Chemicals
4100,Basic Materials,Specialty Chemicals
9051,Industrials,Integrated Freight & Logistics
9903,Consumer Cyclical,Home Improvement Retail
7215,Consumer Cyclical,Auto Parts
5938,Industrials,Building Products & Equipment
9173,Industrials,Marine Shipping
5852,Industrials,Metal Fabrication
6625,Technology,Semiconductors
7111,Industrials,Specialty Business Services
8086,Healthcare,Medical Instruments & Supplies
9006,Industrials,Conglomerates
9842,Consumer Cyclical,Specialty Retail
3293,Real Estate,Real Estate - Development
4436,Communication Services,Internet Content & Information
477A,Industrials,Specialty Business Services
2138,Technology,Software - Application
9022,Industrials,Railroads
8289,Consumer Cyclical,Specialty Retail
7593,Consumer Cyclical,Auto & Truck Dealerships
7267,Consumer Cyclical,Auto Manufacturers
9063,Industrials,Trucking
8804,Real Estate,Real Estate Services
5204,Consumer Cyclical,Packaging & Containers
3370,Consumer Cyclical,Restaurants
5707,Basic Materials,Other Industrial Metals & Mining
6557,Healthcare,Medical Care Facilities
7130,Industrials,Conglomerates
9042,Industrials,Conglomerates
4651,Industrials,Conglomerates
3137,Communication Services,Publishing
6218,Industrials,Specialty Industrial Machinery
9007,Industrials,Railroads
8203,Consumer Defensive,Discount Stores
5940,Industrials,Building Products & Equipment
7199,Financial Services,Credit Services
7091,Healthcare,Medical Care Facilities
3069,Consumer Cyclical,Restaurants
9023,Industrials,Railroads
9223,Industrials,Rental & Leasing Services
9024,Industrials,Conglomerates
7808,Basic Materials,Lumber & Wood Production
3003,Real Estate,Real Estate Services
8897,Real Estate,Real Estate - Development
4809,Industrials,Specialty Business Services
8143,Consumer Cyclical,Apparel Manufacturing
3121,Financial Services,Asset Management
2471,Industrials,Specialty Business Services
3232,Industrials,Conglomerates
7516,Consumer Cyclical,Home Improvement Retail
4712,Communication Services,Entertainment
3544,Healthcare,Pharmaceutical Retailers
9031,Industrials,Railroads
9993,Consumer Defensive,Grocery Stores
7129,Healthcare,Pharmaceutical Retailers
4645,Consumer Defensive,Education & Training Services
168A,Communication Services,Advertising Agencies
9005,Consumer Cyclical,Department Stores
9723,Consumer Cyclical,Lodging
3123,Consumer Cyclical,Textile Manufacturing
2445,Industrials,Rental & Leasing Services
2485,Consumer Cyclical,Personal Services
9656,Consumer Cyclical,Resorts & Casinos
372A,Industrials,Rental & Leasing Services
7578,Consumer Cyclical,Personal Services
3524,Consumer Cyclical,Textile Manufacturing
9158,Healthcare,Medical Care Facilities
6982,Consumer Cyclical,Auto Parts
3607,Consumer Cyclical,Apparel Retail
3536,Consumer Defensive,Household & Personal Products
8803,Real Estate,Real Estate - Diversified
7561,Consumer Cyclical,Restaurants
9081,Industrials,Railroads
9021,Industrials,Railroads
3315,Basic Materials,Coking Coal
9020,Industrials,Railroads
4678,Consumer Defensive,Education & Training Services
6523,Healthcare,Medical Devices
9204,Industrials,Airports & Air Services
6074,Consumer Cyclical,Leisure
2424,Consumer Cyclical,Personal Services
9268,Consumer Cyclical,Auto & Truck Dealerships
9305,Industrials,Marine Shipping
2984,Real Estate,Real Estate - Development
9503,Utilities,Utilities - Renewable
9041,Industrials,Conglomerates
9044,Real Estate,Real Estate - Development
5010,Energy,Oil & Gas Refining & Marketing
6464,Industrials,Tools & Accessories
2378,Communication Services,Entertainment
5271,Industrials,Building Products & Equipment
3204,Industrials,Conglomerates
3856,Technology,Software - Application
9048,Industrials,Conglomerates
3011,Consumer Cyclical,Auto & Truck Dealerships
9001,Industrials,Railroads
2687,Consumer Defensive,Grocery Stores
9603,Consumer Cyclical,Travel Services
7062,Consumer Cyclical,Personal Services
3880,Basic Materials,Paper & Paper Products
9003,Industrials,Conglomerates
9519,Utilities,Utilities - Renewable
6615,Technology,Electronic Components
3109,Consumer Cyclical,Textile Manufacturing
8835,Industrials,Conglomerates
3422,Consumer Cyclical,Auto Parts
7604,Consumer Cyclical,Restaurants
8424,Industrials,Rental & Leasing Services
2747,Consumer Defensive,Grocery Stores
8425,Financial Services,Credit Services
9446,Communication Services,Telecom Services
7362,Healthcare,Medical Care Facilities
5994,Industrials,Metal Fabrication
7640,Consumer Cyclical,Specialty Retail
6444,Consumer Cyclical,Auto Parts
9082,Consumer Cyclical,Auto & Truck Dealerships
2796,Healthcare,Pharmaceutical Retailers
8439,Industrials,Rental & Leasing Services
297A,Industrials,Conglomerates
7061,Healthcare,Medical Care Facilities
7212,Consumer Cyclical,Auto Parts
9033,Industrials,Railroads
2291,Consumer Defensive,Packaged Foods
4350,Healthcare,Pharmaceutical Retailers
9536,Utilities,Utilities - Regulated Gas
4331,Consumer Cyclical,Personal Services
8593,Financial Services,Credit Services
9513,Utilities,Utilities - Renewable
9355,Industrials,Integrated Freight & Logistics
7515,Consumer Defensive,Grocery Stores
2373,Healthcare,Medical Care Facilities
2418,Consumer Cyclical,Personal Services
5932,Industrials,Building Products & Equipment
7040,Consumer Cyclical,Personal Services
7831,Industrials,Specialty Business Services
9835,Consumer Cyclical,Home Improvement Retail
8894,Real Estate,Real Estate Services
9514,Utilities,Utilities - Renewable
3896,Basic Materials,Paper & Paper Products
6425,Consumer Cyclical,Leisure
6186,Consumer Cyclical,Personal Services
4920,Consumer Defensive,Household & Personal Products
7256,Consumer Cyclical,Auto Parts
9507,Utilities,Utilities - Regulated Electric
9060,Industrials,Trucking
6699,Consumer Cyclical,Auto Parts
3202,Consumer Cyclical,Textile Manufacturing
4755,Consumer Cyclical,Internet Retail
9160,Consumer Cyclical,Personal Services
3863,Basic Materials,Paper & Paper Products
8473,Financial Services,Financial Conglomerates
3248,Real Estate,Real Estate - Diversified
7898,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
9012,Industrials,Railroads
7372,Consumer Cyclical,Personal Services
9046,Industrials,Railroads
9115,Industrials,Integrated Freight & Logistics
6412,Consumer Cyclical,Leisure
9229,Healthcare,Medical Care Facilities
6173,Industrials,Specialty Business Services
9130,Industrials,Marine Shipping
9017,Industrials,Railroads
3494,Real Estate,Real Estate Services
4735,Consumer Defensive,Education & Training Services
2993,Real Estate,Real Estate Services
9508,Utilities,Utilities - Independent Power Producers
9812,Basic Materials,Building Materials
8260,Consumer Cyclical,Department Stores
2435,Healthcare,Medical Care Facilities
9505,Utilities,Utilities - Regulated Electric
9511,Utilities,Utilities - Renewable
9506,Utilities,Utilities - Renewable
8254,Consumer Cyclical,Department Stores
3681,Technology,Software - Application
7815,Basic Materials,Lumber & Wood Production
9509,Utilities,Utilities - Renewable
5202,Consumer Cyclical,Auto Parts
9501,Utilities,Utilities - Renewable
9504,Utilities,Utilities - Renewable
3111,Consumer Cyclical,Textile Manufacturing
8247,Consumer Cyclical,Department Stores
9444,Consumer Cyclical,Specialty Retail
