コード,銘柄名,ネットキャッシュ比率,ネットキャッシュ(億円),時価総額(億円),流動資産,投資有価証券,負債,決算期,市場
4935.T,リベルタ,-0.012,-0.8,67.9,6132813000,0,6216819000,2025-12-31,スタンダード（内国株式）
2705.T,大戸屋ホールディングス,-0.015,-8.3,567.6,6307000000,20000000,7155000000,2025-03-31,スタンダード（内国株式）
3547.T,ユニシアホールディングス,-0.018,-3.3,183.7,5185875000,74318000,5567392000,2025-11-30,スタンダード（内国株式）
2226.T,湖池屋,-0.018,-8.8,498.7,18558000000,296000000,19648000000,2025-03-31,スタンダード（内国株式）
3157.T,ジオリーブグループ,-0.02,-3.7,187.9,64520000000,1833000000,66172000000,2025-03-31,スタンダード（内国株式）
8207.T,テンアライド,-0.021,-2.4,112.9,4057355000,504658000,4649608000,2025-03-31,スタンダード（内国株式）
2923.T,サトウ食品,-0.022,-8.1,368.2,23888584000,2375302000,26363967000,2025-04-30,スタンダード（内国株式）
7412.T,アトム,-0.022,-29.5,1319.1,8597000000,199000000,11687000000,2025-03-31,スタンダード（内国株式）
6059.T,ウチヤマホールディングス,-0.022,-1.5,67.7,15736778000,1334670000,16818402000,2025-03-31,スタンダード（内国株式）
5026.T,トリプルアイズ,-0.023,-1.2,53.6,3056397000,335000,3179689000,2025-08-31,グロース（内国株式）
4494.T,バリオセキュア,-0.023,-0.7,30.0,1568123000,65253000,1684359000,2025-02-28,スタンダード（内国株式）
6469.T,放電精密加工研究所,-0.026,-7.8,296.1,8074612000,680683000,9328943000,2026-02-28,スタンダード（内国株式）
3955.T,イムラ,-0.028,-2.2,80.0,9083000000,1279000000,10201000000,2026-01-31,スタンダード（内国株式）
9338.T,ＩＮＦＯＲＩＣＨ,-0.029,-13.2,453.4,12859525000,0,14177395000,2025-12-31,グロース（内国株式）
2323.T,ｆｏｎｆｕｎ,-0.029,-2.4,83.2,938495000,16100000,1191694000,2025-03-31,スタンダード（内国株式）
4960.T,ケミプロ化成,-0.029,-2.9,99.9,8047786000,254891000,8520523000,2025-03-31,スタンダード（内国株式）
4492.T,ゼネテック,-0.03,-1.3,42.1,4620133000,0,4745846000,2025-03-31,スタンダード（内国株式）
7075.T,ＱＬＳホールディングス,-0.033,-1.9,57.8,3242445000,3430000,3433402000,2025-03-31,グロース（内国株式）
9235.T,売れるネット広告社グループ,-0.033,-1.6,47.4,507089000,100000000,735617000,2024-07-31,グロース（内国株式）
5618.T,ナイル,-0.034,-0.9,25.2,2612211000,0,2698300000,2025-12-31,グロース（内国株式）
6085.T,アーキテクツ・スタジオ・ジャパン,-0.034,-12.7,367.2,630582000,0,1896149000,2025-03-31,グロース（内国株式）
7409.T,ＡｅｒｏＥｄｇｅ,-0.035,-13.1,375.0,3013606000,0,4321178000,2025-06-30,グロース（内国株式）
3753.T,フライトソリューションズ,-0.035,-0.9,26.7,911857000,0,1005866000,2025-03-31,スタンダード（内国株式）
6977.T,日本抵抗器製作所,-0.037,-0.6,17.4,5154112000,479767000,5554132000,2025-12-31,スタンダード（内国株式）
6521.T,オキサイド,-0.037,-23.1,622.7,7766505000,0,10078161000,2026-02-28,グロース（内国株式）
7030.T,スプリックス,-0.037,-8.1,218.8,11276000000,594000000,12504000000,2025-09-30,スタンダード（内国株式）
9828.T,Ｇｅｎｋｉ　Ｇｌｏｂａｌ　Ｄｉｎｉｎｇ　Ｃｏｎｃｅｐｔｓ,-0.038,-18.9,495.2,15834000000,37000000,17754000000,2025-03-31,スタンダード（内国株式）
2204.T,中村屋,-0.039,-7.0,176.9,11202339000,6529882000,16471007000,2025-03-31,スタンダード（内国株式）
4367.T,広栄化学,-0.039,-5.6,144.2,13039523000,96000,13602479000,2025-03-31,スタンダード（内国株式）
9073.T,京極運輸商事,-0.039,-1.4,35.2,2532212000,1797449000,3927798000,2025-03-31,スタンダード（内国株式）
3300.T,アンビション　ＤＸ　ホールディングス,-0.04,-6.8,169.9,30255460000,18040000,30945354000,2025-06-30,グロース（内国株式）
4060.T,ｒａｋｕｍｏ,-0.041,-2.5,61.7,2013889000,24546000,2283921000,2025-12-31,グロース（内国株式）
2769.T,ヴィレッジヴァンガードコーポレーション,-0.041,-2.7,64.4,15261000000,0,15527000000,2025-05-31,スタンダード（内国株式）
7273.T,イクヨ,-0.043,-7.9,184.1,8152616000,349818000,9184068000,2025-03-31,スタンダード（内国株式）
3878.T,巴川コーポレーション,-0.046,-4.0,86.6,21639000000,6318000000,26460000000,2025-03-31,スタンダード（内国株式）
4593.T,ヘリオス,-0.046,-21.0,450.9,6441000000,5168000000,12155000000,2025-12-31,グロース（内国株式）
2683.T,魚喜,-0.046,-1.2,25.3,1773840000,355387000,2138376000,2026-02-28,スタンダード（内国株式）
6224.T,ＪＲＣ,-0.046,-7.9,173.4,7455580000,216862000,8400262000,2025-02-28,グロース（内国株式）
6343.T,フリージア・マクロス,-0.047,-2.9,61.7,8768980000,6383065000,13525813000,2025-03-31,スタンダード（内国株式）
5892.T,ｙｕｔｏｒｉ,-0.047,-5.9,124.9,3873137000,7530000,4470349000,2025-03-31,グロース（内国株式）
7709.T,クボテック,-0.048,-0.5,9.9,1485801000,368000,1533450000,2025-03-31,スタンダード（内国株式）
5609.T,日本鋳造,-0.05,-2.2,44.2,10141000000,112000000,10442000000,2025-03-31,スタンダード（内国株式）
8996.T,ハウスフリーダム,-0.051,-1.9,38.3,12916476000,51456000,13147428000,2025-12-31,スタンダード（内国株式）
2818.T,ピエトロ,-0.053,-6.3,119.3,3275339000,15522000,3913555000,2025-03-31,スタンダード（内国株式）
8596.T,九州リースサービス,-0.053,-17.1,324.6,150252000000,10494000000,159304000000,2025-03-31,スタンダード（内国株式）
9853.T,銀座ルノアール,-0.054,-3.0,55.1,2428008000,89630000,2786186000,2025-03-31,スタンダード（内国株式）
2344.T,平安レイサービス,-0.056,-9.9,176.6,8214178000,5308282000,12918259000,2025-03-31,スタンダード（内国株式）
2820.T,やまみ,-0.058,-18.6,318.0,3679416000,13042000,5548170000,2025-06-30,スタンダード（内国株式）
2932.T,ＳＴＩフードホールディングス,-0.059,-11.1,187.7,10559000000,189000000,11804000000,2025-12-31,スタンダード（内国株式）
6380.T,オリエンタルチエン工業,-0.059,-4.5,76.8,2665127000,223958000,3274464000,2025-03-31,スタンダード（内国株式）
5724.T,アサカ理研,-0.06,-8.1,135.2,7922223000,207304000,8880625000,2025-09-30,スタンダード（内国株式）
4011.T,ヘッドウォータース,-0.062,-8.7,140.1,1580604000,67524000,2496173000,2025-12-31,グロース（内国株式）
7090.T,リグア,-0.066,-0.9,13.3,2734618000,0,2822391000,2025-03-31,グロース（内国株式）
2816.T,ダイショー,-0.069,-9.4,135.1,7788000000,259000000,8908000000,2025-03-31,スタンダード（内国株式）
7509.T,アイエーグループ,-0.071,-4.8,67.7,11862315000,109948000,12421464000,2025-03-31,スタンダード（内国株式）
2698.T,キャンドゥ,-0.073,-38.0,520.8,18665000000,0,22460000000,2026-02-28,スタンダード（内国株式）
9163.T,ナレルグループ,-0.073,-13.9,191.0,8469466000,322197000,10083326000,2025-10-31,グロース（内国株式）
2872.T,セイヒョー,-0.073,-2.3,30.8,1587510000,115667000,1893992000,2025-02-28,スタンダード（内国株式）
9252.T,ラストワンマイル,-0.075,-7.7,102.1,5634855000,612156000,6832440000,2025-08-31,グロース（内国株式）
3793.T,ドリコム,-0.076,-9.3,123.2,7842218000,20006000,8787100000,2025-03-31,グロース（内国株式）
3350.T,メタプラネット,-0.077,-285.3,3724.4,18168000000,0,46694000000,2025-12-31,スタンダード（内国株式）
7674.T,ＮＡＴＴＹ　ＳＷＡＮＫＹホールディングス,-0.08,-5.1,63.7,1338269000,0,1845810000,2026-01-31,グロース（内国株式）
6549.T,ディーエムソリューションズ,-0.08,-4.5,56.6,4341384000,65500000,4841769000,2025-03-31,スタンダード（内国株式）
2903.T,シノブフーズ,-0.082,-13.5,165.5,13198000000,0,14550000000,2025-03-31,スタンダード（内国株式）
2224.T,コモ,-0.083,-10.1,121.6,1527673000,216457000,2686767000,2025-03-31,スタンダード（内国株式）
5194.T,相模ゴム工業,-0.083,-5.9,71.2,6250942000,969539000,7518458000,2025-03-31,スタンダード（内国株式）
5216.T,倉元製作所,-0.083,-5.4,65.1,544759000,2275000,1083443000,2025-12-31,スタンダード（内国株式）
3927.T,フーバーブレイン,-0.084,-4.5,53.7,3326249000,135802000,3874595000,2025-03-31,スタンダード（内国株式）
2393.T,日本ケアサプライ,-0.085,-30.8,361.3,5790199000,459756000,9194017000,2025-03-31,スタンダード（内国株式）
3184.T,ＩＣＤＡホールディングス,-0.085,-7.8,91.4,7474645000,460831000,8577296000,2025-03-31,スタンダード（内国株式）
3096.T,オーシャンシステム,-0.085,-13.0,152.4,11172079000,579274000,12877617000,2025-03-31,スタンダード（内国株式）
8769.T,アドバンテッジリスクマネジメント,-0.088,-6.7,76.8,3700785000,557579000,4764129000,2025-03-31,スタンダード（内国株式）
5858.T,ＳＴＧ,-0.088,-2.2,24.4,3967420000,66306000,4228952000,2025-03-31,グロース（内国株式）
9270.T,バリュエンスホールディングス,-0.095,-32.2,339.8,20043532000,0,23262089000,2025-08-31,グロース（内国株式）
6627.T,テラプローブ,-0.096,-98.3,1025.2,30818757000,0,40644300000,2025-12-31,スタンダード（内国株式）
3178.T,チムニー,-0.098,-20.5,209.7,8228063000,541849000,10656120000,2025-03-31,スタンダード（内国株式）
7462.T,ＣＡＰＩＴＡ,-0.1,-2.5,25.4,1107608000,3545000,1364648000,2025-03-31,スタンダード（内国株式）
3041.T,ビューティカダンホールディングス,-0.102,-2.4,23.5,1799228000,190862000,2173778000,2024-06-30,スタンダード（内国株式）
7361.T,ヒューマンクリエイションホールディングス,-0.102,-3.8,36.9,2526857000,89670000,2965117000,2025-09-30,グロース（内国株式）
2673.T,夢みつけ隊,-0.103,-1.0,9.6,773254000,2200000,873602000,2025-03-31,スタンダード（内国株式）
7746.T,岡本硝子,-0.108,-25.7,238.3,4191651000,161135000,6876615000,2025-03-31,スタンダード（内国株式）
2721.T,ジェイホールディングス,-0.109,-1.3,12.0,282846000,0,414340000,2025-12-31,スタンダード（内国株式）
7135.T,ジャパンクラフトホールディングス,-0.112,-8.9,79.5,7312374000,170297000,8322925000,2024-06-30,スタンダード（内国株式）
3205.T,ダイドーリミテッド,-0.112,-24.7,219.7,19736000000,4282000000,25200000000,2025-03-31,スタンダード（内国株式）
7771.T,日本精密,-0.114,-9.4,82.7,3208865000,27840000,4169669000,2025-03-31,スタンダード（内国株式）
9661.T,歌舞伎座,-0.115,-62.0,540.5,2792737000,5661674000,12958679000,2026-02-28,スタンダード（内国株式）
3951.T,朝日印刷,-0.118,-20.8,176.8,29578160000,4615632000,34890843000,2025-03-31,スタンダード（内国株式）
4260.T,ハイブリッドテクノロジーズ,-0.119,-3.3,28.2,1334781000,71593000,1719662000,2025-09-30,グロース（内国株式）
3082.T,きちりホールディングス,-0.122,-13.5,110.7,4270249000,117412000,5701604000,2024-06-30,スタンダード（内国株式）
9029.T,ヒガシホールディングス,-0.124,-31.5,254.7,14017562000,1307229000,18087106000,2025-03-31,スタンダード（内国株式）
3628.T,データホライゾン,-0.125,-11.2,90.0,2323200000,0,3443862000,2024-06-30,グロース（内国株式）
4970.T,東洋合成工業,-0.126,-166.4,1315.9,24069000000,472000000,41037000000,2025-03-31,スタンダード（内国株式）
9896.T,ＪＫホールディングス,-0.129,-45.2,350.6,149625000000,4454000000,157262000000,2025-03-31,スタンダード（内国株式）
6495.T,宮入バルブ製作所,-0.135,-9.4,69.8,3522617000,654873000,4922349000,2025-03-31,スタンダード（内国株式）
9450.T,ファイバーゲート,-0.135,-18.9,139.8,5339000000,11000000,7241000000,2024-06-30,スタンダード（内国株式）
7022.T,サノヤスホールディングス,-0.135,-13.4,98.6,12806000000,4805000000,17505000000,2025-03-31,スタンダード（内国株式）
4125.T,三和油化工業,-0.136,-15.8,116.2,6077525000,660720000,8123370000,2025-03-31,スタンダード（内国株式）
7318.T,セレンディップ・ホールディングス,-0.137,-58.8,429.0,16193903000,2902877000,24109798000,2025-03-31,グロース（内国株式）
7363.T,ベビーカレンダー,-0.139,-1.5,10.5,708181000,0,854409000,2024-12-31,グロース（内国株式）
2798.T,ワイズテーブルコーポレーション,-0.14,-13.8,98.9,2619594000,208355000,4146310000,2025-02-28,スタンダード（内国株式）
6096.T,レアジョブ,-0.144,-5.1,35.7,3444468000,2524000,3959707000,2025-03-31,スタンダード（内国株式）
2934.T,ジェイフロンティア,-0.146,-13.1,89.5,5654626000,281503000,7158506000,2025-05-31,グロース（内国株式）
2776.T,新都ホールディングス,-0.146,-9.0,61.3,8600668000,2304000,9498239000,2026-01-31,スタンダード（内国株式）
7018.T,内海造船,-0.146,-24.7,168.6,28451000000,1014000000,31630000000,2025-03-31,スタンダード（内国株式）
9057.T,遠州トラック,-0.146,-35.0,240.3,13126000000,357000000,16875000000,2025-03-31,スタンダード（内国株式）
7682.T,浜木綿,-0.149,-13.1,87.9,1804147000,9815000,3116698000,2025-07-31,スタンダード（内国株式）
6561.T,ＨＡＮＡＴＯＵＲ　ＪＡＰＡＮ,-0.149,-14.4,96.6,5297257000,0,6735066000,2025-12-31,グロース（内国株式）
7571.T,ヤマノホールディングス,-0.154,-4.7,30.3,6077215000,121975000,6628930000,2025-03-31,スタンダード（内国株式）
8039.T,築地魚市場,-0.154,-12.9,83.4,7175000000,2291000000,10066000000,2025-03-31,スタンダード（内国株式）
5199.T,不二ラテックス,-0.161,-3.9,24.5,6457945000,193788000,6988227000,2025-03-31,スタンダード（内国株式）
3910.T,エムケイシステム,-0.163,-2.5,15.5,1512994000,0,1766485000,2025-03-31,スタンダード（内国株式）
7047.T,ポート,-0.164,-47.5,289.1,7287000000,3116000000,14223000000,2025-03-31,グロース（内国株式）
3058.T,三洋堂ホールディングス,-0.17,-8.8,51.5,8474200000,340043000,9589154000,2025-03-31,スタンダード（内国株式）
6547.T,グリーンズ,-0.172,-48.2,280.2,14322000000,121000000,19228000000,2025-06-30,スタンダード（内国株式）
5952.T,アマテイ,-0.177,-3.8,21.2,3371136000,226000,3746842000,2025-03-31,スタンダード（内国株式）
9145.T,ビーイングホールディングス,-0.178,-24.6,138.1,9145000000,0,11606000000,2025-12-31,スタンダード（内国株式）
3551.T,ダイニック,-0.179,-20.9,116.8,27739256000,6665936000,34491173000,2025-03-31,スタンダード（内国株式）
5255.T,モンスターラボ,-0.179,-11.6,64.7,5668481000,2469424000,8553062000,2025-12-31,グロース（内国株式）
7603.T,ジーイエット,-0.181,-9.6,52.9,5111000000,0,6068000000,2025-02-28,スタンダード（内国株式）
3418.T,バルニバービ,-0.181,-21.5,119.2,4470347000,171008000,6742968000,2024-07-31,グロース（内国株式）
7585.T,かんなん丸,-0.183,-2.9,15.8,797553000,65036000,1132705000,2024-06-30,スタンダード（内国株式）
9218.T,メンタルヘルステクノロジーズ,-0.183,-13.6,74.3,2401879000,58026000,3801680000,2025-12-31,グロース（内国株式）
8914.T,エリアリンク,-0.184,-91.4,495.6,25714771000,0,34851903000,2025-12-31,スタンダード（内国株式）
9322.T,川西倉庫,-0.184,-31.9,174.0,9615350000,1638208000,13955265000,2025-03-31,スタンダード（内国株式）
9360.T,鈴与シンワート,-0.184,-15.3,83.1,5908000000,308000000,7651000000,2025-03-31,スタンダード（内国株式）
8030.T,中央魚類,-0.185,-26.0,140.6,29590000000,12514000000,40950000000,2025-03-31,スタンダード（内国株式）
9976.T,セキチュー,-0.185,-10.4,56.4,9886401000,941051000,11587086000,2026-02-28,スタンダード（内国株式）
9633.T,東京テアトル,-0.186,-21.1,113.1,8879876000,3378265000,13352410000,2025-03-31,スタンダード（内国株式）
2469.T,ヒビノ,-0.187,-53.3,285.6,26614000000,223000000,32105000000,2025-03-31,スタンダード（内国株式）
9636.T,きんえい,-0.191,-22.3,116.7,1007740000,33686000,3262456000,2026-01-31,スタンダード（内国株式）
8166.T,タカキュー,-0.195,-6.5,33.3,3507309000,655383000,4615960000,2025-02-28,スタンダード（内国株式）
3187.T,ミラタップ,-0.195,-8.2,42.1,4855433000,299174000,5886826000,2025-09-30,グロース（内国株式）
2762.T,ＳＡＮＫＯ　ＭＡＲＫＥＴＩＮＧ　ＦＯＯＤＳ,-0.197,-7.4,37.8,1365000000,5000000,2111000000,2025-06-30,スタンダード（内国株式）
1383.T,ベルグアース,-0.199,-9.2,46.4,2839029000,173520000,3884380000,2025-10-31,スタンダード（内国株式）
2694.T,焼肉坂井ホールディングス,-0.201,-33.7,167.4,6432902000,80554000,9858749000,2025-03-31,スタンダード（内国株式）
1407.T,ウエストホールディングス,-0.201,-216.4,1075.6,89170000000,1722000000,112011000000,2025-08-31,スタンダード（内国株式）
9306.T,東陽倉庫,-0.206,-31.4,152.2,12708907000,8708425000,21941289000,2025-03-31,スタンダード（内国株式）
4777.T,ガーラ,-0.208,-12.2,58.9,1243270000,218000000,2619639000,2025-12-31,スタンダード（内国株式）
7074.T,トゥエンティーフォーセブンホールディングス,-0.208,-3.0,14.4,683349000,0,983593000,2025-11-30,グロース（内国株式）
7367.T,セルム,-0.216,-15.3,71.2,2866136000,109636000,4476743000,2025-03-31,スタンダード（内国株式）
4098.T,チタン工業,-0.22,-8.6,39.3,7105000000,534000000,8342000000,2025-03-31,スタンダード（内国株式）
5491.T,日本金属,-0.223,-13.3,59.7,38693000000,2881000000,42042000000,2025-03-31,スタンダード（内国株式）
6039.T,日本動物高度医療センター,-0.235,-30.1,128.2,1597996000,0,4605193000,2025-03-31,グロース（内国株式）
4222.T,児玉化学工業,-0.235,-26.5,113.1,5454244000,737390000,8624315000,2025-03-31,スタンダード（内国株式）
3976.T,シャノン,-0.237,-7.1,30.1,1376156000,188896000,2222026000,2024-10-31,グロース（内国株式）
3133.T,海帆,-0.238,-23.2,97.5,770847000,0,3093919000,2025-03-31,グロース（内国株式）
3190.T,ホットマン,-0.238,-9.6,40.2,7782414000,345563000,8981513000,2025-03-31,スタンダード（内国株式）
7162.T,アストマックス,-0.239,-9.8,41.1,8624511000,447223000,9919462000,2025-03-31,スタンダード（内国株式）
9308.T,乾汽船,-0.239,-98.8,412.7,24511000000,5192000000,38028000000,2025-03-31,スタンダード（内国株式）
7126.T,グローバルスタイル,-0.241,-12.4,51.4,3810095000,8430000,5056763000,2024-07-31,スタンダード（内国株式）
7524.T,マルシェ,-0.244,-4.1,16.8,2583592000,32523000,3016850000,2025-03-31,スタンダード（内国株式）
7886.T,ヤマト　モビリティ　＆　Ｍｆｇ．,-0.245,-2.3,9.3,5863684000,45304000,6123058000,2025-03-31,スタンダード（内国株式）
7850.T,総合商研,-0.246,-6.3,25.7,3484448000,989803000,4809148000,2025-07-31,スタンダード（内国株式）
7354.T,ダイレクトマーケティングミックス,-0.248,-31.0,124.8,9209910000,321608000,12535739000,2025-12-31,スタンダード（内国株式）
3454.T,ファーストブラザーズ,-0.248,-41.7,168.3,59329096000,110997000,63580089000,2025-11-30,スタンダード（内国株式）
3484.T,イノベーションホールディングス,-0.256,-45.9,179.2,7041781000,0,11635809000,2025-03-31,スタンダード（内国株式）
3474.T,Ｇ－ＦＡＣＴＯＲＹ,-0.258,-9.2,35.4,1867971000,9821000,2790238000,2025-12-31,グロース（内国株式）
8944.T,ランドビジネス,-0.258,-13.1,50.8,39009966000,21733000,40336847000,2025-09-30,スタンダード（内国株式）
3067.T,東京一番フーズ,-0.259,-10.5,40.4,2886171000,0,3934814000,2025-09-30,スタンダード（内国株式）
7084.T,Ｓｍｉｌｅ　Ｈｏｌｄｉｎｇｓ,-0.26,-19.7,75.8,6741704000,16095000,8724574000,2025-03-31,グロース（内国株式）
7359.T,東京通信グループ,-0.261,-6.2,23.9,2067990000,130609000,2781616000,2025-12-31,グロース（内国株式）
9539.T,京葉瓦斯,-0.265,-116.9,441.2,37888000000,34199000000,73519000000,2025-12-31,スタンダード（内国株式）
9979.T,大庄,-0.266,-59.9,225.6,11486000000,1087000000,18238000000,2025-08-31,スタンダード（内国株式）
9221.T,フルハシＥＰＯ,-0.274,-36.4,132.7,2580754000,514288000,6577606000,2025-03-31,スタンダード（内国株式）
8920.T,東祥,-0.274,-74.8,272.8,22430939000,500000,29912048000,2025-03-31,スタンダード（内国株式）
2404.T,鉄人化ホールディングス,-0.275,-20.9,76.0,1754036000,0,3847872000,2025-08-31,スタンダード（内国株式）
6147.T,ヤマザキ,-0.276,-2.2,7.9,2183228000,186145000,2530098000,2025-03-31,スタンダード（内国株式）
9249.T,日本エコシステム,-0.277,-38.2,137.7,4218398000,297455000,8245154000,2025-09-30,スタンダード（内国株式）
2164.T,地域新聞社,-0.278,-6.1,21.9,1038193000,0,1646260000,2025-08-31,スタンダード（内国株式）
7119.T,ハルメクホールディングス,-0.278,-48.9,175.7,7591000000,315000000,12698000000,2025-03-31,グロース（内国株式）
9973.T,ＫＯＺＯホールディングス,-0.285,-17.7,61.9,3479372000,16010000,5256604000,2025-12-31,スタンダード（内国株式）
3556.T,リネットジャパングループ,-0.286,-33.4,116.9,2504408000,145464000,5949189000,2025-09-30,グロース（内国株式）
9969.T,ショクブン,-0.288,-10.1,35.0,1765253000,7504000,2778994000,2025-03-31,スタンダード（内国株式）
7133.T,ＨＹＵＧＡ　ＰＲＩＭＡＲＹ　ＣＡＲＥ,-0.293,-19.8,67.4,2703139000,999000,4679430000,2025-03-31,グロース（内国株式）
9327.T,イー・ロジット,-0.295,-10.1,34.1,1208253000,149520000,2318564000,2025-03-31,スタンダード（内国株式）
9720.T,ホテル、ニューグランド,-0.299,-20.1,67.2,3055211000,103251000,5133699000,2025-11-30,スタンダード（内国株式）
3068.T,ＷＤＩ,-0.312,-57.6,184.8,8457062000,318096000,14439991000,2025-03-31,スタンダード（内国株式）
3967.T,エルテス,-0.315,-11.5,36.7,4067543000,417970000,5515064000,2025-02-28,グロース（内国株式）
9365.T,トレーディア,-0.317,-7.0,21.9,3921439000,2177823000,6141342000,2025-03-31,スタンダード（内国株式）
2340.T,極楽湯ホールディングス,-0.324,-49.0,151.3,4134303000,248499000,9204306000,2025-03-31,スタンダード（内国株式）
7919.T,野崎印刷紙業,-0.326,-10.1,30.8,4852639000,263666000,6043735000,2025-03-31,スタンダード（内国株式）
5571.T,エキサイトホールディングス,-0.328,-16.2,49.6,5083337000,0,6707422000,2025-03-31,スタンダード（内国株式）
4026.T,神島化学工業,-0.329,-56.7,172.6,11806000000,418000000,17769000000,2025-04-30,スタンダード（内国株式）
9733.T,ナガセ,-0.332,-199.9,601.6,25396000000,19360000000,58935000000,2025-03-31,スタンダード（内国株式）
3750.T,ＡＤＲ１２０Ｓ,-0.334,-23.9,71.5,517163000,0,2907056000,2025-03-31,スタンダード（内国株式）
9034.T,南総通運,-0.336,-50.8,151.2,6058294000,505748000,11490789000,2025-03-31,スタンダード（内国株式）
7097.T,さくらさくプラス,-0.336,-43.3,129.0,4019000000,0,8351000000,2024-07-31,グロース（内国株式）
3447.T,信和,-0.337,-41.0,121.9,9876975000,199623000,14121091000,2025-03-31,スタンダード（内国株式）
2293.T,滝沢ハム,-0.337,-18.4,54.4,5940378000,1728450000,8986037000,2025-03-31,スタンダード（内国株式）
6428.T,オーイズミ,-0.34,-24.4,71.8,17931210000,400744000,20651399000,2025-03-31,スタンダード（内国株式）
9959.T,アシードホールディングス,-0.342,-37.7,110.3,7505000000,1650000000,12432000000,2025-03-31,スタンダード（内国株式）
6565.T,ＡＢホテル,-0.346,-68.0,196.8,6738203000,500000,13536510000,2025-03-31,スタンダード（内国株式）
9890.T,マキヤ,-0.346,-51.3,148.3,12905928000,1420989000,19032050000,2025-03-31,スタンダード（内国株式）
9264.T,ポエック,-0.35,-25.6,73.2,8088596000,257765000,10829394000,2025-08-31,スタンダード（内国株式）
7562.T,安楽亭,-0.352,-60.4,171.6,10659537000,185860000,16826641000,2025-03-31,スタンダード（内国株式）
6400.T,不二精機,-0.357,-7.9,22.1,5171814000,191714000,6094465000,2025-12-31,スタンダード（内国株式）
7795.T,ＫＹＯＲＩＴＳＵ,-0.359,-29.6,82.3,19329971000,3342501000,24626798000,2025-03-31,スタンダード（内国株式）
6570.T,共和コーポレーション,-0.36,-36.1,100.2,6688442000,330733000,10525364000,2025-03-31,スタンダード（内国株式）
3222.T,ユナイテッド・スーパーマーケット・ホールディングス,-0.36,-615.7,1710.7,113416000000,5078000000,178542000000,2026-02-28,スタンダード（内国株式）
7247.T,ミクニ,-0.365,-42.8,117.4,60718000000,8740000000,71116000000,2025-03-31,スタンダード（内国株式）
7271.T,安永,-0.367,-44.7,122.0,20758000000,750000000,25755000000,2025-03-31,スタンダード（内国株式）
6092.T,エンバイオ・ホールディングス,-0.373,-24.2,64.9,8957765000,836741000,11964584000,2025-03-31,スタンダード（内国株式）
3045.T,カワサキ,-0.374,-11.7,31.2,1136232000,0,2303058000,2025-08-31,スタンダード（内国株式）
2904.T,一正蒲鉾,-0.376,-52.7,140.2,8952309000,1833066000,15504758000,2025-06-30,スタンダード（内国株式）
7375.T,リファインバースグループ,-0.381,-19.1,50.2,1308827000,20000000,3235710000,2024-06-30,グロース（内国株式）
5391.T,エーアンドエーマテリアル,-0.383,-30.8,80.3,18620000000,692000000,22184000000,2025-03-31,スタンダード（内国株式）
9211.T,エフ・コード,-0.389,-76.2,196.2,11476403000,873598000,19711558000,2025-12-31,グロース（内国株式）
9049.T,京福電気鉄道,-0.393,-57.0,145.1,5566000000,470000000,11598000000,2025-03-31,スタンダード（内国株式）
2179.T,成学社,-0.396,-17.6,44.4,3848057000,10620000,5613454000,2025-03-31,スタンダード（内国株式）
9701.T,東京會舘,-0.397,-53.2,134.1,7765141000,4934192000,16540446000,2025-03-31,スタンダード（内国株式）
7698.T,アイスコ,-0.397,-38.2,96.3,9668902000,35399000,13518076000,2025-03-31,スタンダード（内国株式）
3175.T,エー・ピーホールディングス,-0.397,-47.4,119.4,2872565000,176324000,7739449000,2025-03-31,スタンダード（内国株式）
3174.T,ハピネス・アンド・ディ,-0.404,-6.5,16.1,4764115000,54263000,5451768000,2025-08-31,スタンダード（内国株式）
2300.T,きょくとう,-0.412,-10.8,26.1,708342000,670537000,2255870000,2025-02-28,スタンダード（内国株式）
5283.T,高見澤,-0.414,-21.6,52.2,22262000000,1043000000,25151000000,2024-06-30,スタンダード（内国株式）
6166.T,中村超硬,-0.414,-20.8,50.1,2458717000,1572000,4535347000,2025-03-31,グロース（内国株式）
5380.T,新東,-0.431,-3.7,8.5,2436713000,116916000,2884418000,2024-06-30,スタンダード（内国株式）
2588.T,プレミアムウォーターホールディングス,-0.44,-326.1,741.6,47324000000,10103000000,87004000000,2025-03-31,スタンダード（内国株式）
1447.T,ＳＡＡＦホールディングス,-0.44,-31.5,71.6,10803735000,289202000,14154678000,2025-03-31,グロース（内国株式）
5870.T,ナルネットコミュニケーションズ,-0.441,-18.4,41.7,4646635000,0,6487454000,2025-03-31,グロース（内国株式）
9171.T,栗林商船,-0.443,-95.4,215.2,23429729000,19412299000,46556618000,2025-03-31,スタンダード（内国株式）
9220.T,エフビー介護サービス,-0.445,-13.4,30.0,3845844000,48765000,5217362000,2025-03-31,スタンダード（内国株式）
9635.T,武蔵野興業,-0.45,-11.9,26.5,950481000,447628000,2456283000,2025-03-31,スタンダード（内国株式）
9557.T,エアークローゼット,-0.457,-5.9,12.9,1566946000,58533000,2198557000,2025-06-30,グロース（内国株式）
5998.T,アドバネクス,-0.457,-56.7,124.2,14653876000,119478000,20412330000,2025-03-31,スタンダード（内国株式）
4657.T,環境管理センター,-0.459,-10.4,22.7,1879473000,78612000,2973143000,2025-06-30,スタンダード（内国株式）
1380.T,秋川牧園,-0.459,-19.2,41.9,2933981000,118784000,4939245000,2025-03-31,スタンダード（内国株式）
