コード,前日終値,配当,配当利回り(%),forwardEPS,予想PER,目標株価
4051,5900.0,125.0,2.12,165.24,35.70564,8556.667
9445,545.0,28.0,5.16,,,
9766,19160.0,224.0,1.18,601.64,31.463997,25468.234
4177,1500.0,108.0,7.19,139.3,10.782484,
6834,26910.0,120.0,45.0,164.4,163.99028,25500.0
4714,192.0,10.0,5.24,12.01,15.903414,
7747,3677.0,40.31,1.07,79.54,47.347244,4059.3333
6508,10680.0,157.0,1.56,302.27,33.314587,9016.667
6721,81.0,0.0,0.0,,,
5210,2541.0,150.0,5.87,,,
3053,190.0,0.0,0.0,,,
6946,5820.0,15.0,26.0,156.05,37.29574,4900.0
3994,4035.0,0.0,0.0,7.12,609.9719,4555.5557
2664,3315.0,100.0,3.05,,,
5537,2483.0,0.0,0.0,,,
7741,27090.0,295.0,1.09,683.19,39.63758,30046.666
9325,1275.0,38.0,3.04,,,
4461,11220.0,150.0,1.32,344.6,32.994778,
1803,2640.0,77.0,2.87,82.12,32.653435,3292.8572
7751,4220.0,160.0,3.78,362.49,11.663771,4800.0
2175,1971.0,30.5,1.53,107.5,18.548838,1706.2
9025,2712.0,110.0,4.04,254.58,10.688192,4066.6667
3803,609.0,0.0,0.0,,,
7453,3730.0,32.0,82.0,157.49,24.655533,4159.375
8020,2146.0,70.0,3.24,353.0,6.111898,2940.0
7388,2148.0,94.0,4.38,227.48,9.4294,2200.0
4374,2568.0,31.0,1.22,,,
4611,1274.0,58.0,4.5,,,
3092,988.4000244140625,40.0,4.04,171.11,5.7869205,1265.0588
6227,5610.0,17.0,30.0,248.7,22.798553,10000.0
3223,908.0,0.0,0.0,52.8,17.272728,
3469,1012.0,25.0,2.47,68.6,14.781342,
4368,4320.0,28.0,65.0,287.54,14.8674965,4750.0
2371,3344.0,50.0,1.5,124.06,26.922457,2441.0
4438,274.0,0.0,0.0,4.3,63.48837,
3048,1753.5,43.0,2.42,78.16,22.748207,1726.6666
6838,2211.0,5.0,24.0,,,
5253,1594.0,0.0,0.0,123.79,12.925115,2180.0
6890,8500.0,150.0,1.73,440.12,19.744616,8200.0
5591,806.0,0.0,0.0,,,
8016,726.0,33.0,4.54,58.48,12.431601,920.0
2938,1558.0,8.0,50.0,,,
4559,2268.0,50.0,2.18,208.7,10.982271,2500.0
4475,1083.0,6.0,54.0,60.1,18.402662,
2962,1016.0,0.0,0.0,,,
6981,8618.0,70.0,73.0,237.27,40.5656,5691.1763
7810,164.0,0.35,21.0,,,
6361,5483.0,66.0,1.16,152.88,37.172943,5562.727
2158,591.0,0.0,0.0,10.7,55.700935,
8136,841.9000244140625,13.2,1.54,131.17,6.527407,1494.0083
3815,443.0,0.0,0.0,,,
3224,755.0,20.0,2.6,,,
9708,1085.0,8.0,69.0,16.0,72.125,1290.0
6327,5000.0,14.0,24.0,73.9,79.97294,
5137,214.0,0.0,0.0,96.0,2.21875,
6016,8670.0,100.0,1.16,,,
3104,4000.0,78.0,1.96,388.14,10.266913,4900.0
5243,2070.0,0.0,0.0,18.7,110.69518,
8789,129.0,5.0,3.88,,,
4176,257.0,0.0,0.0,6.0,42.833332,
4704,5865.0,185.0,3.08,298.34,20.144802,6261.1113
9337,1582.0,0.0,0.0,,,
2134,28.0,0.0,0.0,,,
3064,1912.0,37.0,1.96,60.87,31.03335,2224.5454
3777,60.0,0.0,0.0,,,
7827,1672.0,62.0,3.71,,,
5246,635.0,0.0,0.0,4.54,136.34361,
3402,1131.0,26.0,2.18,67.66,17.617498,1270.4546
3449,6560.0,66.0,97.0,92.8,73.59914,
6036,2739.0,60.0,2.29,232.67,11.243392,3740.0
6656,756.0,3.0,0.4,52.8,16.003788,
2345,218.0,0.0,0.0,,,
8850,4600.0,150.0,3.3,503.3,9.020465,
6479,4278.0,60.0,1.32,214.79,21.239351,3696.0
6042,4070.0,120.0,2.88,,,
5715,3985.0,80.0,2.01,128.7,30.963482,
3565,487.0,15.0,3.09,,,
7196,754.0,20.0,2.67,,,
4463,1732.0,70.0,3.99,100.1,17.542458,
5578,888.0,7.0,79.0,,,
2216,1107.0,36.0,3.27,214.8,5.1210427,
3166,1410.0,56.0,3.96,,,
4762,1530.0,70.0,4.52,,,
5258,364.0,0.0,0.0,,,
4718,2416.0,90.0,3.66,122.0,20.180328,
4452,6057.0,117.0,1.91,258.64,23.6429,7340.769
5845,1005.0,96.0,9.59,,,
4833,49.0,0.0,0.0,,,
4819,2070.0,47.0,2.31,113.57,17.909658,3516.6667
9950,3425.0,20.0,59.0,,,
3110,22650.0,28.0,12.0,296.41,76.481895,27641.111
6969,2043.0,15.0,70.0,,,
3185,202.0,0.0,0.0,,,
7352,353.0,1.0,29.0,12.7,27.322836,
7643,1709.0,40.0,2.34,,,
4588,3075.0,0.0,0.0,-75.0,-36.866665,
4390,4150.0,40.0,95.0,234.9,17.87995,
8035,52380.0,722.0,1.38,1280.2,40.946728,53381.816
3358,94.0,2.0,2.17,,,
9215,896.0,0.0,0.0,11.6,80.94827,
4487,216.0,0.0,0.0,,,
6777,24780.0,230.0,92.0,442.2,56.490273,
7752,1452.0,44.0,3.02,115.47,12.630986,1411.1111
9983,78330.0,640.0,78.0,1368.75,60.149773,74073.336
4449,1165.0,16.0,1.39,53.48,21.44727,2220.0
3691,1718.0,0.0,0.0,2.6,645.38464,
2590,2615.0,30.0,1.12,101.63,26.399685,2100.0
6920,40110.0,329.0,82.0,1092.17,36.743362,39260.0
3135,1146.0,0.0,0.0,,,
7992,107.0,0.0,0.0,,,
6433,1445.0,2.0,14.0,,,
4716,8495.0,190.0,2.23,517.76,16.642845,13442.857
5587,816.0,0.0,0.0,,,
3561,1452.0,24.0,1.62,81.4,18.255527,
7621,3300.0,15.0,45.0,92.8,35.77586,
9639,2154.0,90.0,4.19,,,
7678,6780.0,0.0,0.0,,,
3663,1585.0,38.0,2.36,,,
6971,3259.0,56.0,1.61,89.5,38.916203,2457.5
2492,389.0,6.58,1.68,7.77,50.32175,455.0
3671,308.0,10.0,3.24,,,
6558,667.0,0.0,0.0,,,
6613,2735.0,0.0,0.0,3.1,781.9355,200.0
3692,5940.0,18.0,31.0,52.0,113.07692,
9245,1997.0,42.0,2.13,114.7,17.218832,
9312,2848.0,110.0,3.83,,,
7777,419.0,0.0,0.0,-12.8,-33.59375,
8566,6010.0,186.0,3.08,450.9,13.3954315,
2154,1883.0,85.0,4.59,153.09,12.097459,2433.3333
7932,11800.0,701.0,5.95,,,
9553,555.0,0.0,0.0,13.1,42.90076,
1860,1516.0,60.0,3.85,91.2,17.066887,1585.0
6146,66380.0,505.0,78.0,1360.94,47.82724,77400.0
7638,1356.0,80.0,5.87,,,
2702,7780.0,64.0,82.0,238.67,32.63921,9200.0
9900,1648.0,12.0,72.0,,,
4054,519.0,9.0,1.73,59.7,8.710217,
6776,268.0,10.0,3.76,,,
5704,395.0,0.0,0.0,43.3,9.284065,
9254,1138.0,0.0,0.0,,,
7630,879.0,16.0,1.81,21.6,40.97222,
6871,15280.0,95.0,64.0,219.01,67.302864,9900.0
4568,2657.5,100.0,3.7,143.56,18.810951,4352.353
5726,2695.0,26.0,89.0,364.1,8.019774,2800.0
3923,964.7000122070312,8.0,79.0,59.73,16.850828,1091.875
6072,1568.0,0.0,0.0,,,
4047,3470.0,36.0,99.0,90.5,40.05525,1500.0
6232,2476.0,0.0,0.0,-53.6,-43.507465,
6031,235.0,4.5,1.89,,,
5706,48680.0,280.0,54.0,601.48,85.83827,44944.445
3933,551.0,23.0,4.23,54.3,10.018416,
3198,2235.0,28.0,1.25,79.8,28.132832,
2681,2064.0,34.0,1.6,268.9,7.8839717,
7069,1094.0,0.0,0.0,156.1,7.02114,
4572,431.0,0.0,0.0,112.7,3.7355814,
8173,2967.0,100.0,3.26,268.3,11.442416,
1878,3205.0,163.0,5.14,1395.07,2.2737212,3667.1428
3399,3045.0,30.0,94.0,,,
2678,1207.0,10.0,85.0,125.33,9.351313,1164.2858
6762,3813.0,40.0,97.0,106.88,38.43563,2947.0588
3796,278.0,3.0,1.07,,,
7044,509.0,0.0,0.0,,,
6098,10175.0,26.0,25.0,302.63,34.92714,10475.0
2656,185.0,0.0,0.0,,,
2871,1801.5,50.0,2.74,235.63,7.732462,2216.6667
7272,1267.5,50.0,3.81,189.25,6.927345,1241.0
6588,3200.0,40.0,1.27,248.0,12.701612,3825.0
6942,1302.0,0.0,0.0,,,
6779,3215.0,30.0,94.0,173.47,18.41817,1340.0
2936,302.0,0.0,0.0,,,
2338,155.0,0.0,0.0,,,
7936,4639.0,38.0,78.0,101.06,47.922028,5421.0
9470,949.0,29.0,3.02,106.25,9.035295,2075.0
3077,790.0,0.0,0.0,,,
4443,1553.0,5.0,30.0,35.39,47.44278,1981.25
3353,2734.0,120.0,4.37,,,
4661,2256.0,16.0,70.0,87.45,26.249287,3144.8357
2877,728.0,24.0,3.28,,,
9028,3740.0,140.3,3.76,357.6,10.444631,
2351,329.0,3.0,90.0,,,
5597,1907.0,0.0,0.0,,,
6324,7700.0,20.0,26.0,75.69,103.05192,5415.4546
6701,4089.0,40.0,97.0,718.96,5.7068543,5974.1665
1893,1753.0,52.0,2.92,69.37,25.637882,2083.3333
6666,1302.0,10.0,82.0,,,
5803,5019.0,38.0,80.0,302.84,15.754194,5733.8584
6366,742.0,0.0,0.0,58.54,12.863,756.6667
4430,1697.0,60.0,3.55,,,
2282,6012.0,180.0,2.95,343.99,17.750517,7362.5
4531,350.0,20.0,5.62,,,
6370,8680.0,134.0,1.53,335.65,26.07776,9471.667
4626,4936.0,157.5,3.17,271.48,18.277588,5000.0
2901,194.0,4.0,2.04,,,
4448,276.0,0.0,0.0,0.5,578.0,
4255,2460.0,0.0,0.0,-144.6,-16.611341,
7805,739.0,13.0,1.73,,,
3810,203.0,0.0,0.0,,,
8698,649.0,30.8,4.75,51.09,12.703073,785.0
7649,2764.5,17.5,64.0,155.05,17.752338,3782.2222
6027,2429.0,0.0,0.0,76.67,31.381245,4000.0
8864,877.0,42.0,4.71,45.4,19.647577,1170.0
3981,1234.0,45.0,3.63,,,
9259,850.0,30.0,3.47,83.8,10.310262,
2215,603.0,0.0,0.0,,,
3501,1178.0,40.0,3.4,232.65,5.0591016,
3046,8000.0,115.0,1.39,243.39,33.9373,7572.857
4384,1890.0,3.0,16.0,44.93,42.065434,1500.0
5727,2921.0,18.0,64.0,97.83,28.733517,1700.0
4413,2323.0,10.1,42.0,140.5,17.274021,2800.0
9262,722.0,18.0,2.47,82.7,8.802902,
3030,937.0,10.0,1.07,39.0,23.871796,
7726,1325.0,20.0,1.45,263.2,5.2431607,
6537,313.0,0.0,0.0,32.1,10.249222,
7692,90.0,2.6,2.77,,,
6594,2696.0,40.0,1.92,189.57,14.728068,2622.111
7733,1820.5,30.0,1.68,125.64,14.211239,1890.0
6525,8107.0,48.0,58.0,191.26,42.93109,7549.0
7695,756.0,0.0,0.0,131.9,5.9438972,
6976,13050.0,90.0,61.0,187.29,79.10193,5739.375
6857,26400.0,60.0,23.0,237.73,110.08287,32695.0
3997,412.0,2.0,50.0,52.9,7.5614367,
9449,3290.0,84.8,2.58,153.21,21.441158,4182.0
2220,1224.0,24.0,1.95,,,
2334,521.0,0.0,0.0,,,
1332,1319.5,32.0,2.41,88.83,14.921761,1551.6666
5842,3335.0,37.0,1.07,,,
4980,4037.0,64.0,1.58,152.99,26.39388,2970.0
9713,902.0,12.0,1.32,,,
6538,247.0,5.0,1.95,40.25,6.3602486,
7214,936.0,54.0,5.71,,,
8253,4144.0,160.0,3.91,336.91,12.148644,5062.5
2533,488.0,12.0,2.44,16.5,29.757576,
9227,1101.0,0.0,0.0,,,
3409,106.0,0.0,0.0,,,
6231,10490.0,200.0,1.88,810.8,13.135176,
7419,1462.0,20.0,1.4,296.1,4.839581,
4259,1219.0,10.0,83.0,3.2,375.3125,
8291,561.0,27.0,4.83,,,
2212,3117.0,60.0,1.92,193.76,16.164328,3743.75
6040,464.0,5.0,1.06,,,
5891,1571.0,23.0,1.48,,,
5805,14240.0,280.0,1.89,430.75,34.451538,17360.0
4552,494.0,20.0,4.02,36.62,13.571819,695.0
6544,1785.0,21.0,1.2,79.73,22.005518,2504.0
4417,3260.0,49.12,1.43,203.3,16.896212,4500.0
3113,74.0,0.0,0.0,,,
9428,1310.0,32.0,2.55,,,
2268,4130.0,60.0,1.46,,,
7011,3808.0,30.0,79.0,92.67,41.070465,5366.828
8088,2034.0,47.0,2.33,687.53,2.9322355,1888.0
7615,96.0,1.5,1.52,,,
2209,2224.0,76.0,3.4,,,
7699,725.0,0.25,0.03,,,
4875,216.0,0.0,0.0,-68.23,-3.180419,
2935,1108.0,29.0,2.62,85.6,12.943926,
5801,52040.0,22.0,4.0,296.56,175.54626,54466.668
4373,1029.0,24.0,2.26,152.74,6.966086,1214.0
6574,101.0,1.0,98.0,,,
9257,790.0,13.84,1.76,,,
7685,4015.0,17.5,43.0,232.78,17.54876,4300.0
4062,19920.0,40.0,17.0,308.96,74.4433,12417.647
4385,4075.0,0.0,0.0,100.63,42.124615,3848.4614
8050,6940.0,90.0,1.27,342.9,20.618256,7262.5
5711,5120.0,116.0,2.25,336.13,15.330378,5616.6665
3962,969.0,26.0,2.78,134.1,6.964951,
6269,10485.0,200.0,1.99,363.83,27.595306,15133.333
9083,1966.0,50.0,2.54,,,
2353,246.0,9.0,3.67,16.8,14.583334,360.0
8015,6739.0,126.0,1.82,351.85,19.695892,7698.75
3905,5140.0,0.0,0.0,,,
4307,4847.0,84.0,1.67,174.65,28.754654,5730.0
6993,85.0,0.0,0.0,,,
9059,879.0,26.0,2.98,102.2,8.542074,
9067,944.0,16.0,1.7,,,
7897,102.0,4.0,3.88,,,
6634,65.0,0.0,0.0,,,
9074,5560.0,120.0,2.11,,,
5742,691.0,42.0,6.1,192.5,3.5792208,
4784,518.0,15.6,2.99,17.7,29.491524,
3083,1034.0,20.0,1.93,,,
7220,7890.0,40.0,42.0,177.64,53.253773,4760.0
9533,1244.5,22.5,1.83,222.25,5.5343084,977.5
4202,1297.0,70.0,5.25,218.18,6.1142178,1507.5
3491,1540.0,13.0,83.0,81.2,19.211823,
4613,2400.0,110.0,4.49,181.54,13.498403,2685.0
7383,360.0,0.0,0.0,11.0,32.545456,690.0
9348,696.0,0.0,0.0,-70.8,-9.477401,
7280,1324.0,60.0,4.44,106.4,12.706767,
9565,690.0,0.0,0.0,,,
2195,385.0,5.0,1.32,,,
4935,231.0,2.0,89.0,30.15,7.4626865,
3241,591.0,23.5,3.99,,,
9301,1504.0,44.0,2.93,126.33,11.885538,1360.0
5016,3910.0,20.0,51.0,,,4078.5715
2897,2669.5,70.0,2.62,206.85,12.936911,3413.6365
2705,7810.0,40.0,52.0,,,
9672,4770.0,146.0,3.09,383.17,12.318292,
6501,5190.0,56.0,1.08,178.13,29.001291,5878.5713
3547,1697.0,15.0,89.0,84.0,20.095238,2300.0
2226,4665.0,55.0,1.18,,,
4483,2711.0,18.0,63.0,126.83,22.368525,4792.0
3157,1410.0,50.0,3.52,,,
8207,282.0,0.0,0.0,,,
6703,3510.0,65.0,1.83,130.35,27.196009,3750.0
7554,1059.0,15.0,1.4,12.6,85.0,
6059,343.0,10.0,2.88,,,
6999,2548.0,39.0,1.41,53.92,51.372406,1540.0
2923,7270.0,75.0,1.02,,,
5026,620.0,0.0,0.0,,,
6533,1012.0,13.0,1.27,42.55,23.971798,
7412,659.0,0.0,0.0,,,
4494,663.0,0.0,0.0,,,
6787,37750.0,160.0,41.0,630.7,61.20184,22733.334
3154,834.0,20.0,2.39,,,
4432,2506.0,108.0,4.27,192.85,13.124189,4050.0
7085,852.0,20.0,2.34,45.5,18.76923,1200.0
6469,2780.0,20.0,73.0,28.1,97.651245,
2281,2407.0,80.0,3.31,173.0,13.953757,3000.0
7245,1063.0,36.0,3.31,67.9,16.008837,1020.0
2181,237.5,13.0,5.36,17.85,13.579831,306.0
3955,803.0,30.0,3.72,,,
9110,7920.0,300.0,3.84,,,
9338,4530.0,0.0,0.0,254.52,17.798208,
2323,413.0,0.0,0.0,,,
4960,639.0,5.0,81.0,,,
4492,360.0,12.5,3.51,19.2,18.541666,
7003,4562.0,60.0,1.35,131.9,33.78317,7920.0
9831,615.4000244140625,17.0,2.72,46.03,13.567239,
7075,776.0,11.0,1.42,,,
6085,343.0,0.0,0.0,,,
3193,2752.0,46.0,1.63,242.0,11.657024,
2752,1139.0,3.0,26.0,22.9,49.781662,
9769,2548.0,130.0,5.14,,,
9090,788.0,32.0,4.02,67.12,11.874254,950.0
5618,291.0,0.0,0.0,,,
2802,5155.0,50.0,97.0,232.13,22.19446,5335.7144
9235,565.0,0.0,0.0,,,
7409,3455.0,0.0,0.0,238.6,13.097234,6500.0
6958,736.0,56.0,7.29,71.61,10.724759,640.0
3436,3350.0,20.0,50.0,49.23,81.129395,2562.5
6521,5870.0,0.0,0.0,46.3,117.06264,
6977,1327.0,30.0,2.16,,,
3753,183.0,0.0,0.0,,,
7030,1249.0,38.0,3.12,109.79,11.084798,
9336,3935.0,55.0,1.4,158.0,24.905064,3950.0
9828,2743.0,70.0,2.5,232.8,12.014605,3700.0
4367,2857.0,80.0,2.68,,,
9073,1226.0,12.0,98.0,,,
3186,3570.0,45.0,1.27,189.93,18.664772,3940.0
2204,3105.0,75.0,2.43,,,
4060,1050.0,14.0,1.32,55.7,19.102333,
8255,1017.0,29.0,2.78,88.4,11.78733,1250.0
2769,822.0,0.0,0.0,,,
2587,4255.0,120.0,2.77,331.72,13.050162,4925.4546
3300,2291.0,110.0,4.87,,,
5632,2123.0,104.0,4.82,273.0,7.9010987,
7273,634.0,6.0,96.0,,,
5110,2029.0,84.0,4.04,186.52,11.1569805,2590.0
1946,2284.0,76.0,3.34,,,
2914,6093.0,242.0,3.92,301.11,20.480888,6497.273
6343,136.0,0.6,43.0,,,
6224,1333.0,30.0,2.24,,,
3878,878.0,30.0,3.41,109.0,8.073395,
1773,81.0,1.8,2.3,,,
4593,331.0,0.0,0.0,-28.45,-11.7750435,776.5
2683,1000.0,10.0,1.0,,,
7709,72.0,0.0,0.0,,,
9304,1407.0,70.0,4.95,,,
5892,2314.0,0.0,0.0,,,
2768,5422.0,180.0,3.34,528.63,10.198059,6903.3335
2198,800.0,24.0,3.0,50.4,15.873015,
8996,995.0,55.0,5.51,,,
5609,917.0,25.0,2.75,,,
2607,3476.0,62.0,1.76,186.13,18.906141,4450.0
3401,1608.5,50.0,3.03,359.43,4.594775,1374.0
7508,1351.0,70.0,5.09,129.0,10.666667,2000.0
3774,3032.0,43.0,1.39,143.06,21.68321,3353.4443
8596,1430.0,62.0,4.35,,,
9853,904.0,10.0,1.1,,,
2818,1723.0,48.0,2.79,,,
6564,2153.0,20.0,94.0,108.5,19.539171,2440.0
2344,1491.0,36.0,2.41,,,
5401,563.7000122070312,24.0,4.24,557.98,1.0154486,672.2222
2820,4575.0,82.0,1.79,306.7,14.965764,
9861,3167.0,22.0,69.0,68.75,46.356365,2500.0
6380,5030.0,20.0,40.0,,,
2932,1051.0,40.0,3.82,335.6,3.122765,
5724,2767.0,12.0,45.0,,,
3391,1944.5,48.0,2.43,624.59,3.1564705,2696.6667
4011,2216.0,0.0,0.0,66.95,34.249443,
5301,1701.5,40.0,2.25,87.52,20.33821,1337.5
2579,3504.0,72.0,2.04,93.55,37.80866,3825.0
3097,4815.0,40.0,80.0,203.77,24.684692,5775.0
7090,856.0,0.0,0.0,,,
4901,3325.0,75.0,2.26,232.05,14.31588,3943.077
9037,1886.0,46.0,2.43,124.04,15.277329,2000.0
2730,2330.0,50.0,2.11,124.2,19.082127,2200.0
7509,4575.0,160.0,3.35,,,
2816,1398.0,20.0,1.43,,,
2585,1657.0,30.0,1.74,89.07,19.4117,1866.6666
2872,2220.0,18.0,82.0,,,
9163,2170.0,115.0,5.3,,,
2698,3230.0,17.0,52.0,,,
6997,4350.0,25.0,49.0,176.55,28.773718,1903.3334
9310,1114.0,43.5,3.8,46.5,24.64516,
3778,2971.0,5.5,18.0,74.3,40.71332,4351.5
9252,3655.0,30.0,80.0,,,
8252,2712.5,134.0,4.91,158.09,17.255993,3566.6667
7914,1551.0,80.0,5.18,,,
9143,1464.0,54.0,3.73,111.56,12.984045,1725.0
8214,1623.0,120.0,7.32,,,
3793,419.0,5.0,1.19,38.3,10.966058,
3350,285.0,0.0,0.0,,,943.5
7674,2600.0,10.0,35.0,114.8,22.743902,
9279,4115.0,26.0,63.0,131.16,31.450136,5233.3335
2903,1521.0,34.0,2.24,,,
4023,3885.0,216.0,5.53,188.03,20.767963,4065.0
6549,2050.0,42.0,2.06,,,
2224,3490.0,7.0,20.0,,,
7012,3089.0,40.0,1.28,570.52,5.4984922,3768.4614
5194,655.0,10.0,1.55,46.1,13.991323,
2393,2346.0,74.0,3.14,,,
6752,3549.0,54.0,1.46,168.85,21.91294,3277.8667
5216,128.0,0.0,0.0,,,
2170,562.0,16.4,2.91,37.65,14.953519,700.0
3184,4400.0,140.0,3.2,,,
3096,1605.0,20.0,1.24,,,
3927,955.0,16.0,1.62,,,
7421,1393.0,5.0,31.0,,,
6326,2822.0,52.0,1.83,196.82,14.439589,3080.0
3407,1757.5,44.0,2.46,100.26,17.823658,1822.5
5858,1155.0,40.0,3.48,,,
5036,1696.0,56.0,3.34,105.3,15.944919,
8769,483.0,19.0,3.89,30.0,16.3,
5101,6920.0,172.0,2.4,521.93,13.754718,7429.091
2501,1604.5,40.0,2.51,172.05,9.258936,1266.0
6966,878.0,19.0,1.86,64.64,15.810644,793.3333
3673,926.0,8.0,85.0,10.5,89.333336,
6627,11520.0,110.0,97.0,395.7,28.708616,
2264,4742.0,25.0,51.0,248.07,19.61543,5750.0
4911,2699.0,60.0,2.13,123.98,22.668978,3258.353
9270,2603.0,45.0,1.78,51.05,49.578846,
4183,2153.0,75.0,3.44,455.7,4.7871404,2264.5454
3178,1067.0,6.0,56.0,55.5,19.297297,
6078,1352.0,27.0,1.97,,,
7462,622.0,10.0,1.64,,,
8174,2791.0,110.0,3.97,138.3,20.021692,3370.0
3041,572.0,5.25,91.0,,,
2673,95.0,0.0,0.0,,,
5019,1311.0,36.0,2.57,131.59,10.6277075,1407.5
7746,844.0,0.0,0.0,,,
8798,140.0,0.0,0.0,,,
9072,6070.0,112.0,1.89,154.58,38.38142,4400.0
7361,1142.0,45.0,3.94,259.4,4.4024673,
7915,1641.0,50.0,3.06,146.85,11.140619,1444.0
6723,4320.0,28.0,62.0,257.3565,17.485472,3489.2307
2721,116.0,0.0,0.0,,,
2395,1219.0,50.0,4.11,92.3,13.185265,2340.0
1925,4375.0,131.0,3.02,470.71,9.207368,5405.5557
1379,1818.0,62.0,3.41,,,
4061,4031.0,100.0,2.23,183.52,24.39516,3865.7144
8848,630.0,15.0,2.41,55.6,11.205036,700.0
7458,1643.0,68.0,4.17,142.81,11.4312725,1700.0
7135,212.0,3.0,1.41,,,
5406,1948.0,80.0,4.04,276.01,7.1736526,2031.4286
7771,347.0,0.0,0.0,,,
3205,808.0,50.0,6.35,,,
9661,4450.0,5.0,11.0,,,
3951,854.0,38.0,4.46,,,
4260,250.0,0.0,0.0,,,
3082,976.0,7.5,76.0,27.5,35.78182,
9532,5367.0,130.0,2.42,292.5,18.328205,6262.0
6005,3233.0,43.0,1.33,237.32,13.576605,3922.0
9029,1931.0,124.0,6.34,,,
3877,2057.0,120.0,5.9,,,
6264,2245.0,38.0,1.77,105.6,20.369318,
4970,16800.0,50.0,30.0,369.53,45.16548,15466.667
7532,858.4000244140625,8.5,97.0,177.19,4.9562616,1109.8031
4544,3138.0,125.0,4.01,102.11,30.525904,3140.0
3628,708.0,0.0,0.0,,,
9896,1345.0,60.0,4.54,,,
7888,804.0,28.0,3.51,119.7,6.666667,
7013,2737.5,23.0,83.0,578.36,4.783353,4065.4546
4410,1030.0,42.0,4.02,,,
4503,2113.5,80.0,3.5,75.77,30.13066,2419.2307
9450,690.0,27.0,3.88,100.65,6.9051166,720.0
6495,148.0,2.0,1.38,,,
9278,1978.0,30.0,1.5,144.7,13.828611,
4125,2566.0,100.0,3.74,254.8,10.49843,2900.0
5201,6891.0,210.0,3.03,412.76,16.8088,6473.75
8058,5046.0,125.0,2.47,212.04,23.887003,5206.4814
4902,593.0999755859375,18.0,2.95,48.16,12.657806,646.25
7318,2354.0,0.0,0.0,,,
9843,2516.5,32.0,1.22,893.33,2.9311676,2774.5454
7022,291.0,15.0,5.26,,,
2798,2991.0,0.0,0.0,,,
7366,1609.0,15.0,94.0,85.17,18.680286,2350.0
7363,1184.0,0.0,0.0,,,
9057,3180.0,96.0,2.94,,,
9076,2703.0,122.0,4.48,166.8,16.330935,2675.7144
7018,10240.0,40.0,40.0,,,
6096,367.0,8.0,2.16,12.7,29.212599,
2776,111.0,0.0,0.0,,,
8133,1949.0,68.0,3.48,,,
7682,4050.0,17.0,42.0,,,
7780,1640.0,28.0,1.72,102.38,15.8624735,2050.0
4004,18515.0,65.0,35.0,249.19,75.1234,15085.0
6561,761.0,42.0,5.53,,,
7004,1410.0,38.0,2.74,134.07,10.3528,990.0
2934,1647.0,0.0,0.0,72.2,22.382273,
9678,4965.0,100.0,2.01,258.96,19.211462,4600.0
8002,5225.0,115.0,2.21,310.83,16.716534,6263.077
8039,3795.0,35.0,93.0,,,
7571,87.0,3.0,3.45,,,
6197,1108.0,22.0,1.99,42.8,25.887852,690.0
5232,5249.0,120.0,2.21,476.54,11.413523,4496.6665
5199,1966.0,83.0,4.3,,,
8200,2105.0,13.0,62.0,20.1,104.378105,
8142,1316.0,61.0,4.6,,,
3910,285.0,16.0,5.59,,,
4480,2179.0,0.0,0.0,124.57,17.70892,3012.0
7947,2388.0,73.0,3.05,167.89,14.235512,3068.0
7047,2196.0,25.0,1.16,184.3,11.741725,
3563,10415.0,20.0,18.0,166.35,65.37421,11591.667
3196,1598.0,13.0,81.0,96.4,16.59751,
6547,1953.0,40.0,1.96,264.13,7.7272553,3630.0
8876,1849.0,75.0,4.07,144.15,12.774888,2083.3333
6740,55.0,0.0,0.0,-4.77,-11.949686,
3058,703.0,2.0,29.0,,,
2462,1490.0,60.0,4.02,154.8,9.644703,
3549,3458.0,16.0,46.0,205.42,16.877617,3896.0
5952,178.0,10.0,5.65,,,
2931,364.0,2.0,54.0,-2.5,-148.8,400.0
8053,7091.0,40.0,56.0,443.29,16.014347,7785.0
3551,1414.0,46.0,3.27,,,
6062,1367.0,40.0,2.88,159.2,8.737437,1710.0
5255,100.0,0.0,0.0,,,
3418,1093.0,7.5,68.0,74.52,14.707461,
9360,2949.0,240.0,8.14,,,
7585,417.0,6.0,1.45,,,
7603,71.0,0.0,0.0,,,
9218,701.0,10.0,1.42,44.5,15.842696,
5981,1836.0,70.0,3.84,221.4,8.242999,
9145,565.0,15.0,2.7,281.8,1.9730306,
9322,2259.0,32.0,1.42,,,
7201,398.6000061035156,0.0,0.0,-14.67,-27.048397,412.35294
8030,3505.0,120.0,3.4,,,
8914,972.0,27.0,2.8,2508.9,0.38423216,
9633,1628.0,20.0,1.2,,,
9976,1044.0,30.0,2.92,,,
3480,6740.0,115.0,1.72,268.9,24.916327,4200.0
9302,3835.0,50.0,1.3,437.6,8.800274,3355.6667
2469,2893.0,45.0,1.58,317.1,8.965626,
6089,1026.0,88.0,8.53,,,
9636,4180.0,10.0,24.0,,,
3187,238.0,3.0,1.26,5.4,44.074074,
3387,701.0,5.0,71.0,38.0,18.578947,
9064,1777.0,46.0,2.53,108.13,16.813095,1825.0
8166,80.0,3.0,3.75,,,
2762,93.0,0.0,0.0,,,
6071,817.0,13.0,1.58,49.05,16.819572,
1383,2888.0,10.0,35.0,,,
1407,2907.0,70.0,2.6,264.51,10.18865,2680.0
7520,2249.0,70.0,3.09,,,
