コード,銘柄名,業種33,規模,新業種,method
4082,第一稀元素化学工業,化学,TOPIX Small 2,,
3854,アイル,情報・通信業,TOPIX Small 2,,
3727,アプリックス,情報・通信業,-,,
7868,広済堂ホールディングス,その他製品,TOPIX Small 2,,
6506,安川電機,電気機器,TOPIX Mid400,,
4771,エフアンドエム,サービス業,-,,
2597,ユニカフェ,食料品,-,,
4570,免疫生物研究所,医薬品,-,医薬品・バイオ,rule
276A,ククレブ・アドバイザーズ,不動産業,-,,
2894,石井食品,食料品,-,,
8230,はせがわ,小売業,-,,
6597,ＨＰＣシステムズ,電気機器,-,,
4442,バルテス・ホールディングス,情報・通信業,-,,
3521,テルマー湯ホールディングス,サービス業,-,,
1815,鉄建建設,建設業,TOPIX Small 2,,
3769,ＧＭＯペイメントゲートウェイ,情報・通信業,TOPIX Mid400,,
6674,ジーエス・ユアサ　コーポレーション,電気機器,TOPIX Mid400,,
5332,ＴＯＴＯ,ガラス・土石製品,TOPIX Mid400,ガラス・セラミックス・ゴム,rule
280A,ＴＭＨ,卸売業,-,,
1419,タマホーム,建設業,TOPIX Small 1,,
4578,大塚ホールディングス,医薬品,TOPIX Large70,医薬品・バイオ,rule
4422,ＶＡＬＵＥＮＥＸ,情報・通信業,-,,
4412,サイエンスアーツ,情報・通信業,-,,
4418,ＪＤＳＣ,情報・通信業,-,,
5817,ＪＭＡＣＳ,非鉄金属,-,鉄鋼・非鉄金属,rule
338A,ＺｅｎｍｕＴｅｃｈ,情報・通信業,-,,
4431,スマレジ,情報・通信業,-,,
9412,スカパーＪＳＡＴ,情報・通信業,TOPIX Small 1,,
5985,サンコール,金属製品,TOPIX Small 2,金属製品・金属加工,rule
6568,神戸天然物化学,サービス業,-,,
3091,ブロンコビリー,小売業,TOPIX Small 1,,
4386,ＳＩＧグループ,情報・通信業,-,,
7041,ＣＲＧホールディングス,サービス業,-,,
5032,ＡＮＹＣＯＬＯＲ,情報・通信業,TOPIX Small 1,,
4379,Ｐｈｏｔｏｓｙｎｔｈ,情報・通信業,-,,
6226,守谷輸送機工業,機械,-,,
6383,ダイフク,機械,TOPIX Mid400,,
6278,ユニオンツール,機械,TOPIX Small 1,,
6702,富士通,電気機器,TOPIX Large70,,
4478,フリー,情報・通信業,-,,
9343,アイビス,サービス業,-,,
7463,アドヴァングループ,小売業,TOPIX Small 2,,
4766,ピーエイ,サービス業,-,,
4587,ペプチドリーム,医薬品,TOPIX Mid400,医薬品・バイオ,rule
3276,ＪＰＭＣ,不動産業,TOPIX Small 2,,
9946,ミニストップ,小売業,TOPIX Small 2,,
3496,アズーム,不動産業,TOPIX Small 2,,
4732,ユー・エス・エス,サービス業,TOPIX Mid400,,
138A,光フードサービス,小売業,-,,
6376,日機装,精密機器,TOPIX Small 1,計測・分析・光学機器,rule
6367,ダイキン工業,機械,TOPIX Core30,,
215A,タイミー,サービス業,-,,
4022,ラサ工業,化学,TOPIX Small 2,,
7073,ジェイック,サービス業,-,,
7082,ジモティー,サービス業,-,,
9793,ダイセキ,サービス業,TOPIX Small 1,,
153A,カウリス,情報・通信業,-,,
8032,日本紙パルプ商事,卸売業,TOPIX Small 2,,
4058,トヨクモ,情報・通信業,-,,
9246,プロジェクトホールディングス,サービス業,-,,
155A,情報戦略テクノロジー,情報・通信業,-,,
3415,ＴＯＫＹＯ　ＢＡＳＥ,小売業,TOPIX Small 2,,
4107,伊勢化学工業,化学,-,,
4519,中外製薬,医薬品,TOPIX Large70,医薬品・バイオ,rule
7356,Ｒｅｔｔｙ,サービス業,-,,
7794,イーディーピー,その他製品,-,,
156A,マテリアルグループ,サービス業,-,,
6481,ＴＨＫ,機械,TOPIX Mid400,,
3372,関門海,小売業,-,,
4016,ＭＩＴホールディングス,情報・通信業,-,,
3093,トレジャー・ファクトリー,小売業,TOPIX Small 2,,
4482,ウィルズ,情報・通信業,-,,
2668,タビオ,卸売業,-,,
3850,エヌ・ティ・ティ・データ・イントラマート,情報・通信業,-,,
4415,ブロードエンタープライズ,情報・通信業,-,,
5344,ＭＡＲＵＷＡ,ガラス・土石製品,TOPIX Mid400,ガラス・セラミックス・ゴム,rule
505A,ギークリー,サービス業,-,,
6736,サン電子,電気機器,-,,
4179,ジーネクスト,情報・通信業,-,,
7120,ＳＨＩＮＫＯ,卸売業,-,,
5038,ｅＷｅＬＬ,情報・通信業,-,,
6387,サムコ,機械,TOPIX Small 2,,
3405,クラレ,化学,TOPIX Mid400,,
9686,東洋テック,サービス業,-,,
296A,令和アカウンティング・ホールディングス,サービス業,-,,
6083,ＥＲＩホールディングス,サービス業,-,,
7711,助川電気工業,精密機器,-,計測・分析・光学機器,rule
323A,フライヤー,情報・通信業,-,,
6532,ベイカレント,サービス業,TOPIX Mid400,,
9303,住友倉庫,倉庫・運輸関連業,TOPIX Small 1,貨物・物流・倉庫,rule
3446,ジェイテックコーポレーション,金属製品,-,金属製品・金属加工,rule
3843,フリービット,情報・通信業,TOPIX Small 2,,
5132,ｐｌｕｓｚｅｒｏ,情報・通信業,-,,
2229,カルビー,食料品,TOPIX Mid400,,
4889,レナサイエンス,医薬品,-,医薬品・バイオ,rule
3987,エコモット,情報・通信業,-,,
2160,ジーエヌアイグループ,医薬品,-,医薬品・バイオ,rule
3853,アステリア,情報・通信業,TOPIX Small 2,,
3968,セグエグループ,情報・通信業,-,,
6629,テクノホライゾン,電気機器,-,,
460A,ＢＲＡＮＵ,情報・通信業,-,,
6836,ぷらっとホーム,電気機器,-,,
6524,湖北工業,電気機器,-,,
3148,クリエイトＳＤホールディングス,小売業,TOPIX Small 1,,
8697,日本取引所グループ,その他金融業,TOPIX Large70,証券・保険・その他金融,rule
4014,カラダノート,情報・通信業,-,,
2736,フェスタリアホールディングス,小売業,-,,
4847,インテリジェント　ウェイブ,情報・通信業,-,,
475A,ギミック,サービス業,-,,
5136,ｔｒｉｐｌａ,情報・通信業,-,,
1802,大林組,建設業,TOPIX Mid400,,
1812,鹿島建設,建設業,TOPIX Mid400,,
2464,Ａｏｂａ‐ＢＢＴ,サービス業,-,,
3807,フィスコ,情報・通信業,-,,
5802,住友電気工業,非鉄金属,TOPIX Large70,鉄鋼・非鉄金属,rule
3687,フィックスターズ,情報・通信業,TOPIX Small 2,,
8225,タカチホ,卸売業,-,,
6862,ミナトホールディングス,電気機器,-,,
4564,オンコセラピー・サイエンス,医薬品,-,医薬品・バイオ,rule
5592,くすりの窓口,情報・通信業,-,,
8125,ワキタ,卸売業,TOPIX Small 1,,
7611,ハイデイ日高,小売業,TOPIX Small 1,,
7376,ＢＣＣ,サービス業,-,,
6652,ＩＤＥＣ,電気機器,TOPIX Small 1,,
9272,ブティックス,サービス業,-,,
431A,ユーソナー,情報・通信業,-,,
3891,ニッポン高度紙工業,パルプ・紙,-,繊維・紙パルプ,rule
4543,テルモ,精密機器,TOPIX Large70,計測・分析・光学機器,rule
3993,ＰＫＳＨＡ　Ｔｅｃｈｎｏｌｏｇｙ,情報・通信業,TOPIX Small 1,,
3679,じげん,情報・通信業,TOPIX Small 2,,
4490,ビザスク,情報・通信業,-,,
4258,網屋,情報・通信業,-,,
2413,エムスリー,サービス業,TOPIX Mid400,,
7187,ジェイリース,その他金融業,TOPIX Small 2,証券・保険・その他金融,rule
4554,富士製薬工業,医薬品,TOPIX Small 2,医薬品・バイオ,rule
2222,寿スピリッツ,食料品,TOPIX Mid400,,
9419,ワイヤレスゲート,情報・通信業,-,,
7972,イトーキ,その他製品,TOPIX Small 1,,
4971,メック,化学,TOPIX Small 1,,
9271,和心,小売業,-,,
7806,ＭＴＧ,その他製品,-,,
3359,ｃｏｔｔａ,卸売業,-,,
3939,カナミックネットワーク,情報・通信業,TOPIX Small 2,,
6507,シンフォニアテクノロジー,電気機器,TOPIX Small 1,,
8160,木曽路,小売業,TOPIX Small 1,,
9552,クオンツ総研ホールディングス,サービス業,TOPIX Small 1,,
9168,ライズ・コンサルティング・グループ,サービス業,-,,
6305,日立建機,機械,TOPIX Mid400,,
4392,ＦＩＧ,情報・通信業,-,,
4186,東京応化工業,化学,TOPIX Mid400,,
3065,ライフフーズ,小売業,-,,
9418,Ｕ－ＮＥＸＴ　ＨＯＬＤＩＮＧＳ,情報・通信業,TOPIX Small 1,,
6590,芝浦メカトロニクス,電気機器,TOPIX Small 1,,
3697,ＳＨＩＦＴ,情報・通信業,TOPIX Mid400,,
288A,ラクサス・テクノロジーズ,サービス業,-,,
5381,マイポックス,ガラス・土石製品,-,ガラス・セラミックス・ゴム,rule
4776,サイボウズ,情報・通信業,TOPIX Small 1,,
3498,霞ヶ関キャピタル,不動産業,TOPIX Small 1,,
9766,コナミグループ,情報・通信業,TOPIX Mid400,,
4051,ＧＭＯフィナンシャルゲート,情報・通信業,TOPIX Small 2,,
9241,フューチャーリンクネットワーク,サービス業,-,,
9445,フォーバルテレコム,情報・通信業,-,,
4177,ｉ‐ｐｌｕｇ,情報・通信業,-,,
6834,精工技研,電気機器,-,,
6508,明電舎,電気機器,TOPIX Small 1,,
6721,ウインテスト,電気機器,-,,
4714,リソー教育グループ,サービス業,TOPIX Small 2,,
7747,朝日インテック,精密機器,TOPIX Mid400,計測・分析・光学機器,rule
3994,マネーフォワード,情報・通信業,TOPIX Mid400,,
2664,カワチ薬品,小売業,TOPIX Small 1,,
5210,日本山村硝子,ガラス・土石製品,-,ガラス・セラミックス・ゴム,rule
3053,ペッパーフードサービス,小売業,TOPIX Small 2,,
6946,日本アビオニクス,電気機器,-,,
5537,ＡｌｂａＬｉｎｋ,不動産業,-,,
290A,Ｓｙｎｓｐｅｃｔｉｖｅ,情報・通信業,-,,
7741,ＨＯＹＡ,精密機器,TOPIX Core30,計測・分析・光学機器,rule
4461,第一工業製薬,化学,TOPIX Small 2,,
9325,ファイズホールディングス,倉庫・運輸関連業,-,貨物・物流・倉庫,rule
269A,Ｓａｐｅｅｔ,情報・通信業,-,,
1803,清水建設,建設業,TOPIX Mid400,,
7751,キヤノン,電気機器,TOPIX Large70,,
378A,ヒット,サービス業,-,,
2175,エス・エム・エス,サービス業,TOPIX Small 1,,
3803,イメージ情報開発,情報・通信業,-,,
7453,良品計画,小売業,TOPIX Mid400,,
9025,鴻池運輸,陸運業,TOPIX Small 1,,
8020,兼松,卸売業,TOPIX Mid400,,
7388,ＦＰパートナー,保険業,TOPIX Small 2,証券・保険・その他金融,rule
4374,ＲＯＢＯＴ　ＰＡＹＭＥＮＴ,情報・通信業,-,,
4611,大日本塗料,化学,TOPIX Small 2,,
438A,インフキュリオン,情報・通信業,-,,
277A,グロービング,サービス業,-,,
3092,ＺＯＺＯ,小売業,TOPIX Mid400,,
4368,扶桑化学工業,化学,TOPIX Small 1,,
3223,エスエルディー,小売業,-,,
3469,デュアルタップ,不動産業,-,,
6227,ＡＩメカテック,機械,-,,
2371,カカクコム,サービス業,TOPIX Mid400,,
6838,多摩川ホールディングス,電気機器,-,,
5253,カバー,情報・通信業,-,,
4438,Ｗｅｌｂｙ,情報・通信業,-,,
3048,ビックカメラ,小売業,TOPIX Mid400,,
246A,アスア,サービス業,-,,
247A,Ａｉロボティクス,化学,-,,
6890,フェローテック,電気機器,-,,
456A,ＨＵＭＡＮ　ＭＡＤＥ,小売業,-,,
5591,ＡＶＩＬＥＮ,情報・通信業,-,,
8016,オンワードホールディングス,繊維製品,TOPIX Small 1,繊維・紙パルプ,rule
2938,オカムラ食品工業,食料品,-,,
4559,ゼリア新薬工業,医薬品,TOPIX Small 1,医薬品・バイオ,rule
4475,ＨＥＮＮＧＥ,情報・通信業,-,,
2962,テクニスコ,金属製品,-,金属製品・金属加工,rule
7810,クロスフォー,その他製品,-,,
2158,ＦＲＯＮＴＥＯ,サービス業,-,,
6981,村田製作所,電気機器,TOPIX Large70,,
6361,荏原製作所,機械,TOPIX Mid400,,
325A,ＴＥＮＴＩＡＬ,繊維製品,-,繊維・紙パルプ,rule
3815,メディア工房,情報・通信業,-,,
184A,学びエイド,情報・通信業,-,,
9708,帝国ホテル,サービス業,-,,
8136,サンリオ,卸売業,TOPIX Mid400,,
3224,ゼネラル・オイスター,小売業,-,,
4176,ココナラ,情報・通信業,-,,
5137,スマートドライブ,情報・通信業,-,,
6016,ジャパンエンジンコーポレーション,輸送用機器,-,自動車・輸送用機器,rule
3104,富士紡ホールディングス,繊維製品,TOPIX Small 2,繊維・紙パルプ,rule
6327,北川精機,機械,-,,
5243,ｎｏｔｅ,情報・通信業,-,,
8789,フィンテック　グローバル,その他金融業,-,証券・保険・その他金融,rule
3777,環境フレンドリーホールディングス,情報・通信業,-,,
3064,ＭｏｎｏｔａＲＯ,小売業,TOPIX Mid400,,
2134,北浜キャピタルパートナーズ,サービス業,-,,
9337,トリドリ,サービス業,-,,
4704,トレンドマイクロ,情報・通信業,TOPIX Mid400,,
142A,ジンジブ,サービス業,-,,
7827,オービス,その他製品,-,,
5246,ＥＬＥＭＥＮＴＳ,情報・通信業,-,,
3402,東レ,繊維製品,TOPIX Mid400,繊維・紙パルプ,rule
6656,インスペック,電気機器,-,,
2345,ＨＯＤＬ１,情報・通信業,-,,
6036,ＫｅｅＰｅｒ技研,サービス業,TOPIX Small 1,,
3449,テクノフレックス,金属製品,-,金属製品・金属加工,rule
3565,アセンテック,卸売業,TOPIX Small 2,,
554A,バトンズ,情報・通信業,-,,
402A,アクセルスペースホールディングス,輸送用機器,-,自動車・輸送用機器,rule
6479,ミネベアミツミ,電気機器,TOPIX Mid400,,
5715,古河機械金属,非鉄金属,TOPIX Small 1,鉄鋼・非鉄金属,rule
6042,ニッキ,輸送用機器,-,自動車・輸送用機器,rule
8850,スターツコーポレーション,不動産業,TOPIX Small 1,,
3166,ＯＣＨＩホールディングス,卸売業,-,,
4463,日華化学,化学,-,,
5578,ＡＲアドバンストテクノロジ,情報・通信業,-,,
5258,トランザクション・メディア・ネットワークス,情報・通信業,-,,
7196,Ｃａｓａ,その他金融業,-,証券・保険・その他金融,rule
2216,カンロ,食料品,-,,
4762,エックスネット,情報・通信業,-,,
4452,花王,化学,TOPIX Large70,,
4718,早稲田アカデミー,サービス業,TOPIX Small 2,,
5845,全保連,その他金融業,-,証券・保険・その他金融,rule
4833,Ｄｅｆ　ｃｏｎｓｕｌｔｉｎｇ,サービス業,-,,
9950,ハチバン,小売業,-,,
4819,デジタルガレージ,情報・通信業,TOPIX Small 1,,
6969,松尾電機,電気機器,-,,
3110,日東紡績,ガラス・土石製品,TOPIX Small 1,ガラス・セラミックス・ゴム,rule
3185,夢展望,小売業,-,,
7643,ダイイチ,小売業,-,,
7352,ＴＷＯＳＴＯＮＥ＆Ｓｏｎｓ,サービス業,-,,
212A,フィットイージー,サービス業,TOPIX Small 2,,
3358,Ｔｒａｉｌｈｅａｄ　Ｇｌｏｂａｌ　Ｈｏｌｄｉｎｇｓ,小売業,-,,
8035,東京エレクトロン,電気機器,TOPIX Core30,,
4487,スペースマーケット,情報・通信業,-,,
4390,ＩＰＳ,情報・通信業,TOPIX Small 2,,
9215,ＣａＳｙ,サービス業,-,,
4588,オンコリスバイオファーマ,医薬品,-,医薬品・バイオ,rule
9983,ファーストリテイリング,小売業,TOPIX Core30,,
7752,リコー,電気機器,TOPIX Mid400,,
6777,ｓａｎｔｅｃ　Ｈｏｌｄｉｎｇｓ,電気機器,-,,
7992,セーラー万年筆,その他製品,-,,
341A,トヨコー,建設業,-,,
6920,レーザーテック,電気機器,TOPIX Large70,,
3691,デジタルプラス,情報・通信業,-,,
3135,マーケットエンタープライズ,小売業,-,,
2590,ダイドーグループホールディングス,食料品,TOPIX Small 1,,
4449,ギフティ,情報・通信業,TOPIX Small 2,,
4716,日本オラクル,情報・通信業,TOPIX Mid400,,
5587,インバウンドプラットフォーム,情報・通信業,-,,
6433,ヒーハイスト,機械,-,,
7621,うかい,小売業,-,,
3561,力の源ホールディングス,小売業,TOPIX Small 2,,
9639,三協フロンテア,サービス業,-,,
3663,セルシス,情報・通信業,TOPIX Small 2,,
6971,京セラ,電気機器,TOPIX Large70,,
7678,あさくま,小売業,-,,
3671,ソフトマックス,情報・通信業,-,,
2492,インフォマート,サービス業,TOPIX Small 1,,
6558,クックビズ,サービス業,-,,
3692,ＦＦＲＩセキュリティ,情報・通信業,-,,
6613,ＱＤレーザ,電気機器,-,,
8566,リコーリース,その他金融業,TOPIX Small 1,証券・保険・その他金融,rule
