コード,銘柄名,業種33,規模,新業種,method
3241,ウィル,不動産業,-,,
4935,リベルタ,化学,-,,
5016,ＪＸ金属,非鉄金属,TOPIX Mid400,鉄鋼・非鉄金属,rule
2897,日清食品ホールディングス,食料品,TOPIX Mid400,,
2705,大戸屋ホールディングス,小売業,-,,
9672,東京都競馬,サービス業,TOPIX Small 1,,
6501,日立製作所,電気機器,TOPIX Core30,,
2226,湖池屋,食料品,-,,
3547,ユニシアホールディングス,小売業,TOPIX Small 2,,
4483,ＪＭＤＣ,情報・通信業,TOPIX Small 1,,
3157,ジオリーブグループ,卸売業,-,,
7554,幸楽苑,小売業,TOPIX Small 2,,
8207,テンアライド,小売業,-,,
6703,沖電気工業,電気機器,TOPIX Small 1,,
2923,サトウ食品,食料品,-,,
6999,ＫＯＡ,電気機器,TOPIX Small 1,,
6059,ウチヤマホールディングス,サービス業,-,,
5026,トリプルアイズ,情報・通信業,-,,
6533,Ｏｒｃｈｅｓｔｒａ　Ｈｏｌｄｉｎｇｓ,サービス業,TOPIX Small 2,,
7412,アトム,小売業,-,,
4494,バリオセキュア,情報・通信業,-,,
6787,メイコー,電気機器,TOPIX Small 1,,
3154,メディアスホールディングス,卸売業,TOPIX Small 2,,
2281,プリマハム,食料品,TOPIX Small 1,,
7085,カーブスホールディングス,サービス業,TOPIX Small 1,,
6469,放電精密加工研究所,機械,-,,
7245,大同メタル工業,輸送用機器,TOPIX Small 2,自動車・輸送用機器,rule
4432,ウイングアーク１ｓｔ,情報・通信業,TOPIX Small 1,,
319A,技術承継機構,金属製品,-,金属製品・金属加工,rule
2181,パーソルホールディングス,サービス業,TOPIX Mid400,,
9110,ＮＳユナイテッド海運,海運業,TOPIX Small 1,貨物・物流・倉庫,rule
3955,イムラ,パルプ・紙,-,繊維・紙パルプ,rule
2323,ｆｏｎｆｕｎ,情報・通信業,-,,
175A,Ｗｉｌｌ　Ｓｍａｒｔ,情報・通信業,-,,
9338,ＩＮＦＯＲＩＣＨ,サービス業,-,,
4960,ケミプロ化成,化学,-,,
4492,ゼネテック,情報・通信業,-,,
268A,リガク・ホールディングス,精密機器,TOPIX Small 1,計測・分析・光学機器,rule
9831,ヤマダホールディングス,小売業,TOPIX Mid400,,
7003,三井Ｅ＆Ｓ,機械,TOPIX Mid400,,
7075,ＱＬＳホールディングス,サービス業,-,,
6085,アーキテクツ・スタジオ・ジャパン,サービス業,-,,
2752,フジオフードグループ本社,小売業,TOPIX Small 1,,
3193,エターナルホスピタリティグループ,小売業,TOPIX Small 2,,
9769,学究社,サービス業,TOPIX Small 2,,
7409,ＡｅｒｏＥｄｇｅ,輸送用機器,-,自動車・輸送用機器,rule
9235,売れるネット広告社グループ,サービス業,-,,
9090,ＡＺ－ＣＯＭ丸和ホールディングス,陸運業,TOPIX Small 1,,
6958,日本シイエムケイ,電気機器,TOPIX Small 2,,
2802,味の素,食料品,TOPIX Large70,,
5618,ナイル,情報・通信業,-,,
3436,ＳＵＭＣＯ,金属製品,TOPIX Mid400,金属製品・金属加工,rule
6977,日本抵抗器製作所,電気機器,-,,
6521,オキサイド,電気機器,-,,
3753,フライトソリューションズ,情報・通信業,-,,
7030,スプリックス,サービス業,-,,
9828,Ｇｅｎｋｉ　Ｇｌｏｂａｌ　Ｄｉｎｉｎｇ　Ｃｏｎｃｅｐｔｓ,小売業,TOPIX Small 1,,
9336,大栄環境,サービス業,TOPIX Small 1,,
4367,広栄化学,化学,-,,
9073,京極運輸商事,陸運業,-,,
2204,中村屋,食料品,TOPIX Small 2,,
3186,ネクステージ,小売業,TOPIX Small 1,,
2587,サントリービバレッジ＆フード,食料品,TOPIX Mid400,,
5632,三菱製鋼,鉄鋼,TOPIX Small 2,鉄鋼・非鉄金属,rule
8255,アクシアル　リテイリング,小売業,TOPIX Small 2,,
281A,インフォメティス,情報・通信業,-,,
2769,ヴィレッジヴァンガードコーポレーション,小売業,-,,
3300,アンビション　ＤＸ　ホールディングス,不動産業,-,,
4060,ｒａｋｕｍｏ,情報・通信業,-,,
7273,イクヨ,輸送用機器,-,自動車・輸送用機器,rule
1946,トーエネック,建設業,TOPIX Small 2,,
5110,住友ゴム工業,ゴム製品,TOPIX Mid400,ガラス・セラミックス・ゴム,rule
2914,日本たばこ産業,食料品,TOPIX Core30,,
4593,ヘリオス,医薬品,-,医薬品・バイオ,rule
1773,ワイ・ティー・エル・コーポレーション・バーハッド,建設業,-,,
6343,フリージア・マクロス,機械,-,,
3878,巴川コーポレーション,化学,-,,
2683,魚喜,小売業,-,,
6224,ＪＲＣ,機械,-,,
9304,澁澤倉庫,倉庫・運輸関連業,TOPIX Small 2,貨物・物流・倉庫,rule
7709,クボテック,精密機器,-,計測・分析・光学機器,rule
5892,ｙｕｔｏｒｉ,小売業,-,,
2768,双日,卸売業,TOPIX Mid400,,
2198,アイ・ケイ・ケイホールディングス,サービス業,-,,
8996,ハウスフリーダム,不動産業,-,,
2607,不二製油,食料品,TOPIX Mid400,,
5609,日本鋳造,鉄鋼,-,鉄鋼・非鉄金属,rule
3401,帝人,繊維製品,TOPIX Mid400,繊維・紙パルプ,rule
7508,Ｇ‐７ホールディングス,小売業,TOPIX Small 2,,
504A,イノバセル,医薬品,-,医薬品・バイオ,rule
9853,銀座ルノアール,小売業,-,,
8596,九州リースサービス,その他金融業,-,証券・保険・その他金融,rule
3774,インターネットイニシアティブ,情報・通信業,TOPIX Mid400,,
2818,ピエトロ,食料品,-,,
2344,平安レイサービス,サービス業,-,,
6564,ミダックホールディングス,サービス業,TOPIX Small 2,,
5401,日本製鉄,鉄鋼,TOPIX Large70,鉄鋼・非鉄金属,rule
2820,やまみ,食料品,-,,
9861,吉野家ホールディングス,小売業,TOPIX Mid400,,
2932,ＳＴＩフードホールディングス,食料品,-,,
6380,オリエンタルチエン工業,機械,-,,
197A,タウンズ,医薬品,-,医薬品・バイオ,rule
5724,アサカ理研,非鉄金属,-,鉄鋼・非鉄金属,rule
4011,ヘッドウォータース,情報・通信業,-,,
3391,ツルハホールディングス,小売業,TOPIX Mid400,,
2579,コカ・コーラ　ボトラーズジャパンホールディングス,食料品,TOPIX Mid400,,
5301,東海カーボン,ガラス・土石製品,TOPIX Mid400,ガラス・セラミックス・ゴム,rule
7090,リグア,サービス業,-,,
3097,物語コーポレーション,小売業,TOPIX Small 1,,
4901,富士フイルムホールディングス,化学,TOPIX Large70,,
9037,ハマキョウレックス,陸運業,TOPIX Small 1,,
2730,エディオン,小売業,TOPIX Small 1,,
7509,アイエーグループ,小売業,-,,
2816,ダイショー,食料品,-,,
2585,ライフドリンク　カンパニー,食料品,TOPIX Small 1,,
2698,キャンドゥ,小売業,TOPIX Small 2,,
141A,トライアルホールディングス,小売業,-,,
6997,日本ケミコン,電気機器,TOPIX Small 2,,
9163,ナレルグループ,サービス業,-,,
2872,セイヒョー,食料品,-,,
3778,さくらインターネット,情報・通信業,TOPIX Small 1,,
9310,日本トランスシティ,倉庫・運輸関連業,TOPIX Small 2,貨物・物流・倉庫,rule
9252,ラストワンマイル,サービス業,-,,
8252,丸井グループ,小売業,TOPIX Mid400,,
7914,共同印刷,その他製品,TOPIX Small 2,,
9143,ＳＧホールディングス,陸運業,TOPIX Mid400,,
8214,ＡＯＫＩホールディングス,小売業,TOPIX Small 1,,
3793,ドリコム,情報・通信業,-,,
3350,メタプラネット,卸売業,-,,
7674,ＮＡＴＴＹ　ＳＷＡＮＫＹホールディングス,小売業,-,,
9279,ギフトホールディングス,小売業,TOPIX Small 2,,
6549,ディーエムソリューションズ,サービス業,-,,
4023,クレハ,化学,TOPIX Small 1,,
2903,シノブフーズ,食料品,-,,
2224,コモ,食料品,-,,
7012,川崎重工業,輸送用機器,TOPIX Mid400,自動車・輸送用機器,rule
5216,倉元製作所,ガラス・土石製品,-,ガラス・セラミックス・ゴム,rule
6752,パナソニック　ホールディングス,電気機器,TOPIX Large70,,
2393,日本ケアサプライ,サービス業,-,,
2170,リンクアンドモチベーション,サービス業,TOPIX Small 2,,
5194,相模ゴム工業,ゴム製品,-,ガラス・セラミックス・ゴム,rule
3184,ＩＣＤＡホールディングス,小売業,-,,
3927,フーバーブレイン,情報・通信業,-,,
3096,オーシャンシステム,小売業,-,,
6326,クボタ,機械,TOPIX Large70,,
7421,カッパ・クリエイト,小売業,TOPIX Small 1,,
5858,ＳＴＧ,非鉄金属,-,鉄鋼・非鉄金属,rule
8769,アドバンテッジリスクマネジメント,サービス業,-,,
5036,日本ビジネスシステムズ,情報・通信業,TOPIX Small 2,,
3407,旭化成,化学,TOPIX Large70,,
5101,横浜ゴム,ゴム製品,TOPIX Mid400,ガラス・セラミックス・ゴム,rule
2501,サッポロホールディングス,食料品,TOPIX Mid400,,
6966,三井ハイテック,電気機器,TOPIX Small 1,,
436A,サイバーソリューションズ,情報・通信業,-,,
6627,テラプローブ,電気機器,-,,
2264,森永乳業,食料品,TOPIX Mid400,,
3673,ブロードリーフ,情報・通信業,TOPIX Small 1,,
4911,資生堂,化学,TOPIX Mid400,,
4183,三井化学,化学,TOPIX Mid400,,
9270,バリュエンスホールディングス,卸売業,-,,
3178,チムニー,小売業,-,,
6078,バリューＨＲ,サービス業,TOPIX Small 2,,
8174,日本瓦斯,小売業,TOPIX Mid400,,
7462,ＣＡＰＩＴＡ,小売業,-,,
3041,ビューティカダンホールディングス,卸売業,-,,
2673,夢みつけ隊,小売業,-,,
5019,出光興産,石油・石炭製品,TOPIX Mid400,資源・エネルギー・農林水産,rule
7746,岡本硝子,精密機器,-,計測・分析・光学機器,rule
9072,ニッコンホールディングス,陸運業,TOPIX Mid400,,
8798,アドバンスクリエイト,保険業,TOPIX Small 2,証券・保険・その他金融,rule
7361,ヒューマンクリエイションホールディングス,サービス業,-,,
7915,ＮＩＳＳＨＡ,その他製品,TOPIX Small 1,,
6723,ルネサスエレクトロニクス,電気機器,TOPIX Large70,,
2395,新日本科学,サービス業,TOPIX Small 2,,
1925,大和ハウス工業,建設業,TOPIX Large70,,
2721,ジェイホールディングス,卸売業,-,,
8848,レオパレス２１,不動産業,TOPIX Small 1,,
1379,ホクト,水産・農林業,TOPIX Small 2,資源・エネルギー・農林水産,rule
4061,デンカ,化学,TOPIX Mid400,,
7135,ジャパンクラフトホールディングス,小売業,-,,
5406,神戸製鋼所,鉄鋼,TOPIX Mid400,鉄鋼・非鉄金属,rule
7458,第一興商,卸売業,TOPIX Mid400,,
3205,ダイドーリミテッド,繊維製品,-,繊維・紙パルプ,rule
7771,日本精密,精密機器,-,計測・分析・光学機器,rule
9661,歌舞伎座,サービス業,-,,
3951,朝日印刷,パルプ・紙,-,繊維・紙パルプ,rule
4260,ハイブリッドテクノロジーズ,情報・通信業,-,,
3082,きちりホールディングス,小売業,-,,
160A,アズパートナーズ,サービス業,-,,
6005,三浦工業,機械,TOPIX Mid400,,
9532,大阪瓦斯,電気・ガス業,TOPIX Mid400,資源・エネルギー・農林水産,rule
9029,ヒガシホールディングス,陸運業,-,,
3877,中越パルプ工業,パルプ・紙,-,繊維・紙パルプ,rule
6264,マルマエ,機械,TOPIX Small 2,,
4970,東洋合成工業,化学,-,,
4544,Ｈ．Ｕ．グループホールディングス,サービス業,TOPIX Mid400,,
7532,パン・パシフィック・インターナショナルホールディングス,小売業,TOPIX Mid400,,
3628,データホライゾン,情報・通信業,-,,
9896,ＪＫホールディングス,卸売業,TOPIX Small 2,,
7888,三光合成,化学,TOPIX Small 2,,
523A,セイワホールディングス,金属製品,-,金属製品・金属加工,rule
4410,ハリマ化成グループ,化学,TOPIX Small 2,,
7013,ＩＨＩ,機械,TOPIX Mid400,,
9450,ファイバーゲート,情報・通信業,TOPIX Small 2,,
6495,宮入バルブ製作所,機械,-,,
4503,アステラス製薬,医薬品,TOPIX Large70,医薬品・バイオ,rule
9278,ブックオフグループホールディングス,小売業,TOPIX Small 2,,
4902,コニカミノルタ,電気機器,TOPIX Mid400,,
5201,ＡＧＣ,ガラス・土石製品,TOPIX Mid400,ガラス・セラミックス・ゴム,rule
4125,三和油化工業,化学,-,,
8058,三菱商事,卸売業,TOPIX Core30,,
9843,ニトリホールディングス,小売業,TOPIX Mid400,,
7318,セレンディップ・ホールディングス,輸送用機器,-,自動車・輸送用機器,rule
2798,ワイズテーブルコーポレーション,小売業,-,,
7022,サノヤスホールディングス,機械,-,,
7366,ＬＩＴＡＬＩＣＯ,サービス業,TOPIX Small 2,,
7363,ベビーカレンダー,サービス業,-,,
9076,セイノーホールディングス,陸運業,TOPIX Mid400,,
9057,遠州トラック,陸運業,-,,
6096,レアジョブ,サービス業,-,,
7018,内海造船,輸送用機器,-,自動車・輸送用機器,rule
2776,新都ホールディングス,卸売業,-,,
8133,伊藤忠エネクス,卸売業,TOPIX Small 1,,
7780,メニコン,精密機器,TOPIX Small 1,計測・分析・光学機器,rule
7682,浜木綿,小売業,-,,
7004,カナデビア,機械,TOPIX Small 1,,
4004,レゾナック・ホールディングス,化学,TOPIX Mid400,,
6561,ＨＡＮＡＴＯＵＲ　ＪＡＰＡＮ,サービス業,-,,
2934,ジェイフロンティア,食料品,-,,
9678,カナモト,サービス業,TOPIX Small 1,,
8002,丸紅,卸売業,TOPIX Large70,,
8039,築地魚市場,卸売業,-,,
7571,ヤマノホールディングス,小売業,-,,
6197,ソラスト,サービス業,TOPIX Small 2,,
5199,不二ラテックス,ゴム製品,-,ガラス・セラミックス・ゴム,rule
5232,住友大阪セメント,ガラス・土石製品,TOPIX Mid400,ガラス・セラミックス・ゴム,rule
8200,リンガーハット,小売業,TOPIX Small 1,,
8142,トーホー,卸売業,TOPIX Small 2,,
4480,メドレー,情報・通信業,TOPIX Small 1,,
3910,エムケイシステム,情報・通信業,-,,
7947,エフピコ,化学,TOPIX Small 1,,
7047,ポート,サービス業,-,,
469A,フィットクルー,サービス業,-,,
3563,ＦＯＯＤ　＆　ＬＩＦＥ　ＣＯＭＰＡＮＩＥＳ,小売業,TOPIX Mid400,,
3196,ホットランドホールディングス,小売業,TOPIX Small 2,,
6547,グリーンズ,サービス業,-,,
8876,リログループ,サービス業,TOPIX Mid400,,
3058,三洋堂ホールディングス,小売業,-,,
6740,ジャパンディスプレイ,電気機器,TOPIX Small 2,,
2462,ライク,サービス業,TOPIX Small 2,,
3549,クスリのアオキホールディングス,小売業,TOPIX Mid400,,
5952,アマテイ,金属製品,-,金属製品・金属加工,rule
2931,ユーグレナ,食料品,TOPIX Small 1,,
8053,住友商事,卸売業,TOPIX Large70,,
3551,ダイニック,繊維製品,-,繊維・紙パルプ,rule
9360,鈴与シンワート,情報・通信業,-,,
3418,バルニバービ,小売業,-,,
7585,かんなん丸,小売業,-,,
6062,チャーム・ケア・コーポレーション,サービス業,TOPIX Small 2,,
5255,モンスターラボ,情報・通信業,-,,
9218,メンタルヘルステクノロジーズ,サービス業,-,,
5981,東京製綱,金属製品,TOPIX Small 2,金属製品・金属加工,rule
7603,ジーイエット,小売業,-,,
8030,中央魚類,卸売業,-,,
9145,ビーイングホールディングス,陸運業,-,,
9322,川西倉庫,倉庫・運輸関連業,-,貨物・物流・倉庫,rule
7201,日産自動車,輸送用機器,TOPIX Mid400,自動車・輸送用機器,rule
8914,エリアリンク,不動産業,-,,
9633,東京テアトル,不動産業,-,,
9976,セキチュー,小売業,-,,
3480,ジェイ・エス・ビー,不動産業,TOPIX Small 2,,
2469,ヒビノ,サービス業,-,,
9302,三井倉庫ホールディングス,倉庫・運輸関連業,TOPIX Mid400,貨物・物流・倉庫,rule
339A,プログレス・テクノロジーズ　グループ,サービス業,-,,
6089,ウィルグループ,サービス業,TOPIX Small 2,,
9636,きんえい,サービス業,-,,
3187,ミラタップ,小売業,-,,
3387,クリエイト・レストランツ・ホールディングス,小売業,TOPIX Small 1,,
9064,ヤマトホールディングス,陸運業,TOPIX Mid400,,
8166,タカキュー,小売業,-,,
6071,ＩＢＪ,サービス業,TOPIX Small 2,,
2762,ＳＡＮＫＯ　ＭＡＲＫＥＴＩＮＧ　ＦＯＯＤＳ,小売業,-,,
1383,ベルグアース,水産・農林業,-,資源・エネルギー・農林水産,rule
1407,ウエストホールディングス,建設業,-,,
2694,焼肉坂井ホールディングス,小売業,-,,
7520,エコス,小売業,TOPIX Small 2,,
9306,東陽倉庫,倉庫・運輸関連業,-,貨物・物流・倉庫,rule
4777,ガーラ,情報・通信業,-,,
3099,三越伊勢丹ホールディングス,小売業,TOPIX Mid400,,
8163,ＳＲＳホールディングス,小売業,TOPIX Small 2,,
262A,インターメスティック,小売業,TOPIX Small 2,,
7074,トゥエンティーフォーセブンホールディングス,サービス業,-,,
3349,コスモス薬品,小売業,TOPIX Mid400,,
414A,オーバーラップホールディングス,情報・通信業,-,,
6472,ＮＴＮ,機械,TOPIX Mid400,,
8031,三井物産,卸売業,TOPIX Core30,,
2157,コシダカホールディングス,サービス業,TOPIX Small 1,,
7367,セルム,サービス業,-,,
4098,チタン工業,化学,-,,
7238,曙ブレーキ工業,輸送用機器,TOPIX Small 2,自動車・輸送用機器,rule
2695,くら寿司,小売業,TOPIX Small 1,,
5491,日本金属,鉄鋼,-,鉄鋼・非鉄金属,rule
8001,伊藤忠商事,卸売業,TOPIX Core30,,
195A,ＭＵＳＣＡＴ　ＧＲＯＵＰ,サービス業,-,,
8585,オリエントコーポレーション,その他金融業,TOPIX Small 1,証券・保険・その他金融,rule
9010,富士急行,陸運業,TOPIX Small 1,,
5480,日本冶金工業,鉄鋼,TOPIX Small 1,鉄鋼・非鉄金属,rule
4222,児玉化学工業,化学,-,,
6039,日本動物高度医療センター,サービス業,-,,
9104,商船三井,海運業,TOPIX Large70,貨物・物流・倉庫,rule
3190,ホットマン,小売業,-,,
7126,グローバルスタイル,小売業,-,,
8793,ＮＥＣキャピタルソリューション,その他金融業,TOPIX Small 2,証券・保険・その他金融,rule
1820,西松建設,建設業,TOPIX Mid400,,
3976,シャノン,情報・通信業,-,,
7524,マルシェ,小売業,-,,
9308,乾汽船,海運業,TOPIX Small 2,貨物・物流・倉庫,rule
194A,ＷＯＬＶＥＳ　ＨＡＮＤ,サービス業,-,,
4631,ＤＩＣ,化学,TOPIX Mid400,,
9433,ＫＤＤＩ,情報・通信業,TOPIX Core30,,
7162,アストマックス,電気・ガス業,-,資源・エネルギー・農林水産,rule
7850,総合商研,その他製品,-,,
7886,ヤマト　モビリティ　＆　Ｍｆｇ．,化学,-,,
3454,ファーストブラザーズ,不動産業,-,,
3946,トーモク,パルプ・紙,TOPIX Small 2,繊維・紙パルプ,rule
5020,ＥＮＥＯＳホールディングス,石油・石炭製品,TOPIX Large70,資源・エネルギー・農林水産,rule
4801,セントラルスポーツ,サービス業,TOPIX Small 2,,
7354,ダイレクトマーケティングミックス,サービス業,TOPIX Small 2,,
211A,カドス・コーポレーション,建設業,-,,
9887,松屋フーズホールディングス,小売業,TOPIX Small 1,,
3133,海帆,小売業,-,,
9601,松竹,情報・通信業,TOPIX Small 1,,
409A,オリオンビール,食料品,TOPIX Small 2,,
7550,ゼンショーホールディングス,小売業,TOPIX Mid400,,
7475,アルビス,小売業,TOPIX Small 2,,
3484,イノベーションホールディングス,不動産業,-,,
5889,Ｊａｐａｎ　Ｅｙｅｗｅａｒ　Ｈｏｌｄｉｎｇｓ,小売業,TOPIX Small 2,,
7359,東京通信グループ,サービス業,-,,
3474,Ｇ－ＦＡＣＴＯＲＹ,不動産業,-,,
3067,東京一番フーズ,小売業,-,,
7084,Ｓｍｉｌｅ　Ｈｏｌｄｉｎｇｓ,サービス業,-,,
8944,ランドビジネス,不動産業,-,,
2882,イートアンドホールディングス,食料品,TOPIX Small 2,,
245A,ＩＮＧＳ,小売業,-,,
4553,東和薬品,医薬品,TOPIX Small 1,医薬品・バイオ,rule
9722,藤田観光,サービス業,TOPIX Small 1,,
9535,広島ガス,電気・ガス業,TOPIX Small 2,資源・エネルギー・農林水産,rule
9539,京葉瓦斯,電気・ガス業,-,資源・エネルギー・農林水産,rule
9979,大庄,小売業,TOPIX Small 2,,
2384,ＳＢＳホールディングス,陸運業,TOPIX Small 1,,
9973,ＫＯＺＯホールディングス,小売業,-,,
5741,ＵＡＣＪ,非鉄金属,TOPIX Small 1,鉄鋼・非鉄金属,rule
8194,ライフコーポレーション,小売業,TOPIX Small 1,,
2164,地域新聞社,サービス業,-,,
2404,鉄人化ホールディングス,サービス業,-,,
6147,ヤマザキ,機械,-,,
9706,日本空港ビルデング,不動産業,TOPIX Mid400,,
3556,リネットジャパングループ,小売業,-,,
417A,ブルーゾーンホールディングス,小売業,TOPIX Mid400,,
9221,フルハシＥＰＯ,サービス業,-,,
9249,日本エコシステム,サービス業,-,,
4565,ネクセラファーマ,医薬品,TOPIX Small 1,医薬品・バイオ,rule
7119,ハルメクホールディングス,小売業,-,,
8920,東祥,サービス業,TOPIX Small 2,,
3543,コメダホールディングス,卸売業,TOPIX Small 1,,
9627,アインホールディングス,小売業,TOPIX Mid400,,
2884,ヨシムラ・フード・ホールディングス,食料品,TOPIX Small 2,,
9327,イー・ロジット,倉庫・運輸関連業,-,貨物・物流・倉庫,rule
9969,ショクブン,小売業,-,,
3864,三菱製紙,パルプ・紙,-,繊維・紙パルプ,rule
2742,ハローズ,小売業,TOPIX Small 2,,
7133,ＨＹＵＧＡ　ＰＲＩＭＡＲＹ　ＣＡＲＥ,小売業,-,,
4091,日本酸素ホールディングス,化学,TOPIX Mid400,,
9720,ホテル、ニューグランド,サービス業,-,,
9699,ニシオホールディングス,サービス業,TOPIX Small 1,,
463A,インテリックスホールディングス,不動産業,-,,
3546,アレンザホールディングス,小売業,TOPIX Small 2,,
8892,エスコン,不動産業,TOPIX Small 1,,
3068,ＷＤＩ,小売業,-,,
8179,ロイヤルホールディングス,小売業,TOPIX Small 1,,
9365,トレーディア,倉庫・運輸関連業,-,貨物・物流・倉庫,rule
9267,Ｇｅｎｋｙ　ＤｒｕｇＳｔｏｒｅｓ,小売業,TOPIX Small 1,,
3967,エルテス,情報・通信業,-,,
4088,エア・ウォーター,化学,TOPIX Mid400,,
2340,極楽湯ホールディングス,サービス業,-,,
4026,神島化学工業,ガラス・土石製品,-,ガラス・セラミックス・ゴム,rule
5571,エキサイトホールディングス,情報・通信業,-,,
6141,ＤＭＧ森精機,機械,TOPIX Mid400,,
1375,ユキグニファクトリー,水産・農林業,TOPIX Small 2,資源・エネルギー・農林水産,rule
7919,野崎印刷紙業,その他製品,-,,
9997,ベルーナ,小売業,TOPIX Small 1,,
9984,ソフトバンクグループ,情報・通信業,TOPIX Core30,,
9628,燦ホールディングス,サービス業,TOPIX Small 2,,
8860,フジ住宅,不動産業,TOPIX Small 2,,
9274,ＫＰＰグループホールディングス,卸売業,TOPIX Small 1,,
3050,ＤＣＭホールディングス,小売業,TOPIX Small 1,,
7241,フタバ産業,輸送用機器,TOPIX Small 1,自動車・輸送用機器,rule
8237,松屋,小売業,TOPIX Small 1,,
9733,ナガセ,サービス業,-,,
7097,さくらさくプラス,サービス業,-,,
3750,ＡＤＲ１２０Ｓ,情報・通信業,-,,
2293,滝沢ハム,食料品,-,,
9034,南総通運,陸運業,-,,
4681,リゾートトラスト,サービス業,TOPIX Mid400,,
3447,信和,金属製品,-,金属製品・金属加工,rule
9247,ＴＲＥホールディングス,サービス業,TOPIX Small 1,,
2734,サーラコーポレーション,小売業,TOPIX Small 2,,
6428,オーイズミ,機械,-,,
9959,アシードホールディングス,小売業,-,,
4666,パーク２４,不動産業,TOPIX Mid400,,
3167,ＴＯＫＡＩホールディングス,卸売業,TOPIX Small 1,,
5076,インフロニア・ホールディングス,建設業,TOPIX Mid400,,
543A,ＡＲＣＨＩＯＮ,輸送用機器,TOPIX Small 1,自動車・輸送用機器,rule
6565,ＡＢホテル,サービス業,-,,
9531,東京瓦斯,電気・ガス業,TOPIX Mid400,資源・エネルギー・農林水産,rule
9890,マキヤ,小売業,-,,
2503,キリンホールディングス,食料品,TOPIX Large70,,
9264,ポエック,卸売業,-,,
7247,ミクニ,輸送用機器,-,自動車・輸送用機器,rule
7203,トヨタ自動車,輸送用機器,TOPIX Core30,自動車・輸送用機器,rule
7562,安楽亭,小売業,-,,
4337,ぴあ,サービス業,TOPIX Small 2,,
3395,サンマルクホールディングス,小売業,TOPIX Small 1,,
9147,ＮＩＰＰＯＮ　ＥＸＰＲＥＳＳホールディングス,陸運業,TOPIX Mid400,,
6758,ソニーグループ,電気機器,TOPIX Core30,,
6400,不二精機,機械,-,,
7795,ＫＹＯＲＩＴＳＵ,その他製品,-,,
3397,トリドールホールディングス,小売業,TOPIX Mid400,,
1605,ＩＮＰＥＸ,鉱業,TOPIX Mid400,資源・エネルギー・農林水産,rule
3222,ユナイテッド・スーパーマーケット・ホールディングス,小売業,TOPIX Small 1,,
4612,日本ペイントホールディングス,化学,TOPIX Mid400,,
6570,共和コーポレーション,サービス業,-,,
5902,ホッカンホールディングス,金属製品,TOPIX Small 2,金属製品・金属加工,rule
7271,安永,輸送用機器,-,自動車・輸送用機器,rule
386A,みのや,小売業,-,,
3045,カワサキ,卸売業,-,,
6092,エンバイオ・ホールディングス,サービス業,-,,
2904,一正蒲鉾,食料品,-,,
5391,エーアンドエーマテリアル,ガラス・土石製品,-,ガラス・セラミックス・ゴム,rule
4689,ＬＩＮＥヤフー,情報・通信業,TOPIX Large70,,
8276,平和堂,小売業,TOPIX Small 1,,
3197,すかいらーくホールディングス,小売業,TOPIX Mid400,,
7375,リファインバースグループ,サービス業,-,,
9049,京福電気鉄道,陸運業,-,,
2179,成学社,サービス業,-,,
7698,アイスコ,卸売業,-,,
9075,福山通運,陸運業,TOPIX Small 1,,
7679,薬王堂ホールディングス,小売業,TOPIX Small 2,,
4506,住友ファーマ,医薬品,TOPIX Mid400,医薬品・バイオ,rule
9211,エフ・コード,サービス業,-,,
2337,いちご,不動産業,TOPIX Small 1,,
9701,東京會舘,サービス業,-,,
3175,エー・ピーホールディングス,小売業,-,,
3174,ハピネス・アンド・ディ,小売業,-,,
2874,横浜冷凍,卸売業,TOPIX Small 1,,
3231,野村不動産ホールディングス,不動産業,TOPIX Mid400,,
298A,ＧＶＡ　ＴＥＣＨ,情報・通信業,-,,
6166,中村超硬,機械,-,,
2300,きょくとう,サービス業,-,,
5283,高見澤,卸売業,-,,
428A,サイプレス・ホールディングス,小売業,-,,
5989,エイチワン,金属製品,TOPIX Small 2,金属製品・金属加工,rule
9974,ベルク,小売業,TOPIX Small 1,,
5380,新東,ガラス・土石製品,-,ガラス・セラミックス・ゴム,rule
6753,シャープ,電気機器,TOPIX Mid400,,
9220,エフビー介護サービス,サービス業,-,,
1447,ＳＡＡＦホールディングス,建設業,-,,
5870,ナルネットコミュニケーションズ,サービス業,-,,
2588,プレミアムウォーターホールディングス,食料品,-,,
9171,栗林商船,海運業,-,貨物・物流・倉庫,rule
9635,武蔵野興業,サービス業,-,,
3941,レンゴー,パルプ・紙,TOPIX Mid400,繊維・紙パルプ,rule
4657,環境管理センター,サービス業,-,,
1380,秋川牧園,水産・農林業,-,資源・エネルギー・農林水産,rule
3063,ジェイグループホールディングス,小売業,-,,
3199,綿半ホールディングス,小売業,TOPIX Small 2,,
9557,エアークローゼット,サービス業,-,,
9434,ソフトバンク,情報・通信業,TOPIX Core30,,
4241,アテクト,化学,-,,
7901,マツモト,その他製品,-,,
6817,スミダコーポレーション,電気機器,TOPIX Small 2,,
5998,アドバネクス,金属製品,-,金属製品・金属加工,rule
4409,東邦化学工業,化学,-,,
5261,リソルホールディングス,サービス業,-,,
4760,アルファ,サービス業,-,,
7646,ＰＬＡＮＴ,小売業,-,,
8244,近鉄百貨店,小売業,TOPIX Small 2,,
7063,Ｂｉｒｄｍａｎ,サービス業,-,,
2686,ジーフット,小売業,-,,
3392,デリカフーズホールディングス,卸売業,-,,
