コード,新業種,source
3769,ソフトウェア・SaaS,gics
6674,民生電機・情報端末,default
5332,ガラス・セラミックス・ゴム,det
280A,建材・資材・エネルギー卸,default
1419,ゼネコン・総合建設,summary
4578,医薬品・バイオ,det
4422,SI・受託開発(中堅),default
4412,通信キャリア・放送,summary
4418,AI・データ・IoT,summary
5817,鉄鋼・非鉄金属,det
338A,サイバーセキュリティ・クラウド,summary
4431,ソフトウェア・SaaS,summary
9412,通信キャリア・放送,summary
5985,金属製品・金属加工,det
6568,エンタメ・スポーツ・その他サービス,default
3091,飲食チェーン・中食,summary
4386,SI・受託開発(中堅),summary
7041,人材サービス・派遣,summary
5032,SI・受託開発(中堅),default
4379,AI・データ・IoT,summary
6226,自動化・ロボティクス,summary
6383,自動化・ロボティクス,summary
6278,産業機械・工作機械,summary
6702,民生電機・情報端末,default
4478,ソフトウェア・SaaS,summary
9343,人材サービス・派遣,summary
7463,衣料・家電・専門店,default
4766,人材サービス・派遣,summary
4587,医薬品・バイオ,det
3276,不動産管理・仲介・賃貸,summary
9946,食品スーパー・コンビニ,summary
3496,不動産管理・仲介・賃貸,summary
4732,環境・リサイクル・ビル管理,summary
138A,飲食チェーン・中食,summary
6376,計測・分析・光学機器,det
6367,建設機械・農業機械,summary
215A,人材サービス・派遣,summary
4022,日用化学品・化粧品,summary
7073,人材サービス・派遣,summary
7082,広告・PR・マーケティング,summary
9793,環境・リサイクル・ビル管理,summary
153A,ソフトウェア・SaaS,summary
8032,建材・資材・エネルギー卸,summary
4058,ソフトウェア・SaaS,gics
9246,人材サービス・派遣,summary
155A,SI・受託開発(中堅),summary
3415,衣料・家電・専門店,summary
4107,機能性化学・先端材料,gics
4519,医薬品・バイオ,det
7356,広告・PR・マーケティング,summary
7794,玩具・スポーツ・文具・雑貨,summary
156A,広告・PR・マーケティング,summary
6481,自動化・ロボティクス,summary
3372,飲食チェーン・中食,summary
4016,通信キャリア・放送,summary
3093,衣料・家電・専門店,summary
4482,DX支援・ITコンサルティング,summary
2668,建材・資材・エネルギー卸,default
3850,SI・受託開発(中堅),summary
4415,AI・データ・IoT,summary
5344,ガラス・セラミックス・ゴム,det
505A,人材サービス・派遣,summary
6736,民生電機・情報端末,gics
4179,ソフトウェア・SaaS,gics
7120,建材・資材・エネルギー卸,default
5038,ソフトウェア・SaaS,summary
6387,産業機械・工作機械,default
3405,日用化学品・化粧品,summary
9686,環境・リサイクル・ビル管理,summary
296A,人材サービス・派遣,summary
6083,コンサルティング・BPO,gics
7711,計測・分析・光学機器,det
323A,ソフトウェア・SaaS,gics
6532,コンサルティング・BPO,summary
9303,貨物・物流・倉庫,det
3446,金属製品・金属加工,det
3843,AI・データ・IoT,summary
5132,ソフトウェア・SaaS,gics
2229,調味料・菓子・冷凍食品,summary
4889,医薬品・バイオ,det
3987,AI・データ・IoT,summary
2160,医薬品・バイオ,det
3853,AI・データ・IoT,summary
3968,サイバーセキュリティ・クラウド,summary
6629,電子部品・デバイス,gics
460A,SI・受託開発(中堅),default
6836,電子部品・デバイス,summary
6524,電子部品・デバイス,summary
3148,食品スーパー・コンビニ,summary
8697,証券・保険・その他金融,det
4014,ソフトウェア・SaaS,gics
2736,百貨店・総合スーパー,summary
4847,通信キャリア・放送,summary
475A,人材サービス・派遣,summary
5136,ソフトウェア・SaaS,gics
1802,ゼネコン・総合建設,summary
1812,ゼネコン・総合建設,summary
2464,教育・研修・資格,summary
3807,SI・受託開発(中堅),default
5802,鉄鋼・非鉄金属,det
3687,ソフトウェア・SaaS,summary
8225,建材・資材・エネルギー卸,default
6862,半導体・半導体製造装置,summary
4564,医薬品・バイオ,det
5592,SI・受託開発(中堅),default
8125,建材・資材・エネルギー卸,default
7611,飲食チェーン・中食,summary
7376,人材サービス・派遣,summary
6652,半導体・半導体製造装置,summary
9272,人材サービス・派遣,summary
431A,SI・受託開発(中堅),default
3891,繊維・紙パルプ,det
4543,計測・分析・光学機器,det
3993,ソフトウェア・SaaS,gics
3679,Webプラットフォーム・EC,gics
4490,SI・受託開発(中堅),default
4258,サイバーセキュリティ・クラウド,summary
2413,人材サービス・派遣,summary
7187,証券・保険・その他金融,det
4554,医薬品・バイオ,det
2222,調味料・菓子・冷凍食品,summary
9419,通信キャリア・放送,summary
7972,住宅設備・家具・生活用品,summary
4971,機能性化学・先端材料,gics
9271,EC・通販・無店舗販売,summary
7806,住宅設備・家具・生活用品,default
3359,建材・資材・エネルギー卸,default
3939,SI・受託開発(中堅),summary
6507,半導体・半導体製造装置,summary
8160,飲食チェーン・中食,summary
9552,人材サービス・派遣,summary
9168,コンサルティング・BPO,summary
6305,建設機械・農業機械,summary
4392,AI・データ・IoT,summary
4186,日用化学品・化粧品,summary
3065,飲食チェーン・中食,summary
9418,SI・受託開発(中堅),default
6590,半導体・半導体製造装置,summary
3697,ソフトウェア・SaaS,gics
288A,エンタメ・スポーツ・その他サービス,default
5381,ガラス・セラミックス・ゴム,det
4776,サイバーセキュリティ・クラウド,summary
3498,不動産開発・デベロッパー,summary
9766,ゲーム・デジタルコンテンツ,summary
4051,ソフトウェア・SaaS,gics
9241,広告・PR・マーケティング,gics
9445,通信キャリア・放送,summary
4177,SI・受託開発(中堅),default
6834,電子部品・デバイス,summary
6508,半導体・半導体製造装置,summary
6721,半導体・半導体製造装置,summary
4714,教育・研修・資格,summary
7747,計測・分析・光学機器,det
3994,ソフトウェア・SaaS,summary
2664,ドラッグストア・HC,summary
5210,ガラス・セラミックス・ゴム,det
3053,飲食チェーン・中食,summary
6946,電子部品・デバイス,summary
5537,不動産管理・仲介・賃貸,summary
290A,SI・受託開発(中堅),default
7741,計測・分析・光学機器,det
4461,日用化学品・化粧品,summary
9325,貨物・物流・倉庫,det
269A,AI・データ・IoT,summary
1803,ゼネコン・総合建設,gics
7751,半導体・半導体製造装置,summary
378A,広告・PR・マーケティング,summary
2175,医療・介護・福祉サービス,summary
3803,SI・受託開発(中堅),default
7453,衣料・家電・専門店,summary
9025,鉄道・バス・旅客運輸,summary
8020,食品・農産物卸,summary
7388,証券・保険・その他金融,det
4374,ソフトウェア・SaaS,gics
4611,日用化学品・化粧品,summary
438A,ソフトウェア・SaaS,gics
277A,コンサルティング・BPO,summary
3092,衣料・家電・専門店,summary
4368,基礎化学・石油化学,gics
3223,飲食チェーン・中食,summary
3469,不動産管理・仲介・賃貸,summary
6227,産業機械・工作機械,default
2371,コンサルティング・BPO,summary
6838,電子部品・デバイス,summary
5253,ゲーム・デジタルコンテンツ,summary
4438,SI・受託開発(中堅),default
3048,衣料・家電・専門店,gics
246A,コンサルティング・BPO,summary
247A,日用化学品・化粧品,gics
6890,半導体・半導体製造装置,summary
456A,EC・通販・無店舗販売,summary
5591,AI・データ・IoT,summary
8016,繊維・紙パルプ,det
2938,食品製造・飲料・酒類,gics
4559,医薬品・バイオ,det
4475,ソフトウェア・SaaS,summary
2962,金属製品・金属加工,det
7810,住宅設備・家具・生活用品,default
2158,エンタメ・スポーツ・その他サービス,default
6981,電子部品・デバイス,summary
6361,産業機械・工作機械,summary
325A,繊維・紙パルプ,det
3815,Webプラットフォーム・EC,gics
184A,SI・受託開発(中堅),default
9708,ホテル・旅行・レジャー,summary
8136,建材・資材・エネルギー卸,default
3224,飲食チェーン・中食,summary
4176,Webプラットフォーム・EC,gics
5137,ソフトウェア・SaaS,summary
6016,自動車・輸送用機器,det
3104,繊維・紙パルプ,det
6327,自動化・ロボティクス,summary
5243,ソフトウェア・SaaS,summary
8789,証券・保険・その他金融,det
3777,ソフトウェア・SaaS,gics
3064,EC・通販・無店舗販売,gics
2134,コンサルティング・BPO,summary
9337,広告・PR・マーケティング,summary
4704,ソフトウェア・SaaS,gics
142A,人材サービス・派遣,summary
7827,住宅設備・家具・生活用品,default
5246,Webプラットフォーム・EC,summary
3402,繊維・紙パルプ,det
6656,電子部品・デバイス,summary
2345,ソフトウェア・SaaS,gics
6036,エンタメ・スポーツ・その他サービス,default
3449,金属製品・金属加工,det
3565,建材・資材・エネルギー卸,default
554A,ソフトウェア・SaaS,summary
402A,自動車・輸送用機器,det
6479,半導体・半導体製造装置,summary
5715,鉄鋼・非鉄金属,det
6042,自動車・輸送用機器,det
8850,不動産管理・仲介・賃貸,summary
3166,建材・資材・エネルギー卸,summary
4463,日用化学品・化粧品,summary
5578,DX支援・ITコンサルティング,summary
5258,ソフトウェア・SaaS,gics
7196,証券・保険・その他金融,det
2216,調味料・菓子・冷凍食品,summary
4762,ソフトウェア・SaaS,gics
4452,日用化学品・化粧品,summary
4718,教育・研修・資格,summary
5845,証券・保険・その他金融,det
4833,コンサルティング・BPO,summary
9950,飲食チェーン・中食,summary
4819,Webプラットフォーム・EC,summary
6969,電子部品・デバイス,summary
3110,ガラス・セラミックス・ゴム,det
3185,EC・通販・無店舗販売,summary
7643,食品スーパー・コンビニ,summary
7352,人材サービス・派遣,summary
212A,ホテル・旅行・レジャー,summary
3358,飲食チェーン・中食,summary
8035,半導体・半導体製造装置,summary
4487,Webプラットフォーム・EC,summary
4390,通信キャリア・放送,summary
9215,環境・リサイクル・ビル管理,summary
4588,医薬品・バイオ,det
9983,衣料・家電・専門店,summary
7752,電子部品・デバイス,summary
6777,半導体・半導体製造装置,summary
7992,住宅設備・家具・生活用品,default
341A,設備工事・専門工事,summary
6920,半導体・半導体製造装置,summary
3691,Webプラットフォーム・EC,gics
3135,EC・通販・無店舗販売,gics
2590,食品製造・飲料・酒類,summary
4449,SI・受託開発(中堅),default
4716,サイバーセキュリティ・クラウド,summary
5587,Webプラットフォーム・EC,summary
6433,産業機械・工作機械,summary
7621,飲食チェーン・中食,summary
3561,飲食チェーン・中食,summary
9639,ホテル・旅行・レジャー,summary
3663,ソフトウェア・SaaS,gics
6971,半導体・半導体製造装置,summary
7678,飲食チェーン・中食,summary
3671,ソフトウェア・SaaS,keyword
2492,エンタメ・スポーツ・その他サービス,default
6558,人材サービス・派遣,summary
3692,ソフトウェア・SaaS,gics
6613,半導体・半導体製造装置,summary
8566,証券・保険・その他金融,det
9312,貨物・物流・倉庫,det
7777,計測・分析・光学機器,det
9245,エンタメ・スポーツ・その他サービス,default
2154,人材サービス・派遣,summary
7932,住宅設備・家具・生活用品,default
9553,広告・PR・マーケティング,summary
1860,ゼネコン・総合建設,summary
2702,飲食チェーン・中食,summary
7638,衣料・家電・専門店,gics
6146,産業機械・工作機械,default
9900,飲食チェーン・中食,summary
4054,ソフトウェア・SaaS,gics
429A,住宅設備・家具・生活用品,default
6776,機能性化学・先端材料,default
135A,AI・データ・IoT,summary
9254,広告・PR・マーケティング,summary
7630,飲食チェーン・中食,summary
278A,計測・分析・光学機器,det
5704,鉄鋼・非鉄金属,det
6871,半導体・半導体製造装置,summary
4568,医薬品・バイオ,det
5726,鉄鋼・非鉄金属,det
3923,ソフトウェア・SaaS,keyword
4047,基礎化学・石油化学,summary
6072,コンサルティング・BPO,summary
6232,自動化・ロボティクス,summary
3198,飲食チェーン・中食,summary
5706,鉄鋼・非鉄金属,det
6031,エンタメ・スポーツ・その他サービス,default
3933,SI・受託開発(中堅),summary
4572,医薬品・バイオ,det
8173,衣料・家電・専門店,gics
2681,EC・通販・無店舗販売,summary
7069,広告・PR・マーケティング,summary
218A,計測・分析・光学機器,det
1878,不動産管理・仲介・賃貸,summary
2678,EC・通販・無店舗販売,summary
3399,飲食チェーン・中食,summary
2656,衣料・家電・専門店,default
7044,広告・PR・マーケティング,summary
3796,ソフトウェア・SaaS,summary
6762,半導体・半導体製造装置,summary
6098,人材サービス・派遣,summary
7272,自動車・輸送用機器,det
6588,民生電機・情報端末,default
6779,半導体・半導体製造装置,summary
6942,サイバーセキュリティ・クラウド,summary
2338,ゲーム・デジタルコンテンツ,summary
2871,食品製造・飲料・酒類,summary
7936,玩具・スポーツ・文具・雑貨,summary
2936,食品製造・飲料・酒類,gics
3077,飲食チェーン・中食,summary
3353,ドラッグストア・HC,summary
4443,ソフトウェア・SaaS,summary
9470,SI・受託開発(中堅),default
4661,ホテル・旅行・レジャー,summary
2877,食品製造・飲料・酒類,summary
9028,貨物・物流・倉庫,default
2351,ソフトウェア・SaaS,gics
6324,自動化・ロボティクス,summary
5597,ソフトウェア・SaaS,gics
6701,民生電機・情報端末,default
287A,建材・資材・エネルギー卸,default
1893,ゼネコン・総合建設,summary
5803,鉄鋼・非鉄金属,det
6666,民生電機・情報端末,summary
556A,食品スーパー・コンビニ,gics
6366,ゼネコン・総合建設,gics
4430,AI・データ・IoT,summary
2282,食品製造・飲料・酒類,summary
4531,日用化学品・化粧品,summary
4626,日用化学品・化粧品,summary
6370,産業機械・工作機械,default
7805,住宅設備・家具・生活用品,default
4448,DX支援・ITコンサルティング,summary
464A,SI・受託開発(中堅),default
4255,ソフトウェア・SaaS,gics
2901,食品製造・飲料・酒類,summary
3810,ゲーム・デジタルコンテンツ,summary
7649,ドラッグストア・HC,summary
8698,証券・保険・その他金融,det
407A,ゼネコン・総合建設,summary
6027,広告・PR・マーケティング,summary
8864,不動産管理・仲介・賃貸,gics
3981,ゲーム・デジタルコンテンツ,summary
3046,衣料・家電・専門店,summary
9259,エンタメ・スポーツ・その他サービス,default
2215,食品製造・飲料・酒類,summary
3501,繊維・紙パルプ,det
4384,通信キャリア・放送,summary
5727,鉄鋼・非鉄金属,det
4413,SI・受託開発(中堅),default
7726,建設機械・農業機械,summary
9262,食品スーパー・コンビニ,gics
208A,ソフトウェア・SaaS,summary
3030,飲食チェーン・中食,gics
6537,エンタメ・スポーツ・その他サービス,default
6594,電子部品・デバイス,summary
7692,資源・エネルギー・農林水産,det
6525,半導体・半導体製造装置,summary
7733,計測・分析・光学機器,det
6976,電子部品・デバイス,summary
6857,半導体・半導体製造装置,summary
7695,EC・通販・無店舗販売,gics
285A,半導体・半導体製造装置,summary
3997,SI・受託開発(中堅),summary
9449,ゲーム・デジタルコンテンツ,summary
2334,広告・PR・マーケティング,summary
2220,調味料・菓子・冷凍食品,summary
1332,資源・エネルギー・農林水産,det
5842,証券・保険・その他金融,det
4980,日用化学品・化粧品,summary
9713,ホテル・旅行・レジャー,summary
7214,自動車・輸送用機器,det
2533,調味料・菓子・冷凍食品,summary
8253,証券・保険・その他金融,det
6538,人材サービス・派遣,summary
3409,繊維・紙パルプ,det
9227,エンタメ・スポーツ・その他サービス,default
6231,産業機械・工作機械,summary
7419,衣料・家電・専門店,summary
8291,衣料・家電・専門店,default
2212,調味料・菓子・冷凍食品,summary
365A,繊維・紙パルプ,det
4259,AI・データ・IoT,summary
5891,飲食チェーン・中食,summary
6040,コンサルティング・BPO,summary
5805,鉄鋼・非鉄金属,det
4552,医薬品・バイオ,det
4417,サイバーセキュリティ・クラウド,summary
559A,食品製造・飲料・酒類,summary
9428,通信キャリア・放送,gics
2268,食品製造・飲料・酒類,default
6544,コンサルティング・BPO,gics
3113,証券・保険・その他金融,det
2209,調味料・菓子・冷凍食品,summary
8088,建材・資材・エネルギー卸,summary
7011,建設機械・農業機械,summary
7615,衣料・家電・専門店,gics
2935,食品製造・飲料・酒類,gics
5801,鉄鋼・非鉄金属,det
7699,機械・電子部品卸,gics
4875,医薬品・バイオ,det
485A,重電・産業用電機,gics
4373,ソフトウェア・SaaS,summary
6574,医療・介護・福祉サービス,summary
7685,建材・資材・エネルギー卸,default
4062,半導体・半導体製造装置,summary
9257,コンサルティング・BPO,summary
4385,Webプラットフォーム・EC,keyword
8050,計測・分析・光学機器,det
5711,鉄鋼・非鉄金属,det
3962,サイバーセキュリティ・クラウド,summary
6269,建設機械・農業機械,summary
2353,不動産管理・仲介・賃貸,summary
8015,総合商社・貿易,keyword
9083,鉄道・バス・旅客運輸,summary
186A,エンタメ・スポーツ・その他サービス,default
3905,サイバーセキュリティ・クラウド,summary
9067,鉄道・バス・旅客運輸,summary
6993,衣料・家電・専門店,default
9059,貨物・物流・倉庫,summary
4307,サイバーセキュリティ・クラウド,summary
6634,民生電機・情報端末,default
9074,鉄道・バス・旅客運輸,summary
7897,住宅設備・家具・生活用品,default
5742,鉄鋼・非鉄金属,det
3083,衣料・家電・専門店,summary
4784,エンタメ・スポーツ・その他サービス,default
7220,自動車・輸送用機器,det
9533,資源・エネルギー・農林水産,det
3491,不動産管理・仲介・賃貸,summary
4202,機能性化学・先端材料,gics
7280,重電・産業用電機,summary
2195,環境・リサイクル・ビル管理,summary
4613,日用化学品・化粧品,summary
9565,エンタメ・スポーツ・その他サービス,default
7383,証券・保険・その他金融,det
9348,環境・リサイクル・ビル管理,summary
9301,貨物・物流・倉庫,det
3241,不動産管理・仲介・賃貸,summary
4935,日用化学品・化粧品,summary
5016,鉄鋼・非鉄金属,det
2897,調味料・菓子・冷凍食品,summary
2705,飲食チェーン・中食,summary
9672,ホテル・旅行・レジャー,summary
6501,半導体・半導体製造装置,summary
2226,調味料・菓子・冷凍食品,summary
3547,飲食チェーン・中食,summary
4483,AI・データ・IoT,summary
3157,建材・資材・エネルギー卸,summary
7554,飲食チェーン・中食,summary
8207,飲食チェーン・中食,summary
6703,民生電機・情報端末,default
2923,食品製造・飲料・酒類,gics
6999,電子部品・デバイス,summary
6059,人材サービス・派遣,summary
5026,サイバーセキュリティ・クラウド,summary
6533,人材サービス・派遣,summary
7412,飲食チェーン・中食,summary
4494,ソフトウェア・SaaS,gics
6787,電子部品・デバイス,summary
3154,建材・資材・エネルギー卸,default
2281,食品製造・飲料・酒類,summary
7085,ホテル・旅行・レジャー,summary
6469,自動化・ロボティクス,summary
7245,自動車・輸送用機器,det
4432,ソフトウェア・SaaS,gics
319A,金属製品・金属加工,det
2181,人材サービス・派遣,summary
9110,貨物・物流・倉庫,det
3955,繊維・紙パルプ,det
2323,ソフトウェア・SaaS,summary
175A,AI・データ・IoT,summary
9338,広告・PR・マーケティング,summary
4960,日用化学品・化粧品,summary
4492,サイバーセキュリティ・クラウド,summary
268A,計測・分析・光学機器,det
9831,衣料・家電・専門店,summary
7003,建設機械・農業機械,summary
7075,人材サービス・派遣,summary
6085,エンタメ・スポーツ・その他サービス,default
2752,飲食チェーン・中食,summary
3193,飲食チェーン・中食,summary
9769,教育・研修・資格,summary
7409,自動車・輸送用機器,det
9235,広告・PR・マーケティング,summary
9090,貨物・物流・倉庫,summary
6958,電子部品・デバイス,gics
2802,調味料・菓子・冷凍食品,summary
5618,ゲーム・デジタルコンテンツ,summary
3436,金属製品・金属加工,det
6977,半導体・半導体製造装置,summary
6521,半導体・半導体製造装置,summary
3753,SI・受託開発(中堅),summary
7030,人材サービス・派遣,summary
9828,飲食チェーン・中食,summary
9336,人材サービス・派遣,summary
4367,機能性化学・先端材料,gics
9073,貨物・物流・倉庫,summary
2204,食品製造・飲料・酒類,summary
3186,衣料・家電・専門店,default
2587,食品製造・飲料・酒類,summary
5632,鉄鋼・非鉄金属,det
8255,食品スーパー・コンビニ,summary
281A,ソフトウェア・SaaS,gics
2769,衣料・家電・専門店,summary
3300,不動産管理・仲介・賃貸,summary
4060,ソフトウェア・SaaS,summary
7273,自動車・輸送用機器,det
1946,設備工事・専門工事,summary
5110,ガラス・セラミックス・ゴム,det
2914,調味料・菓子・冷凍食品,summary
4593,医薬品・バイオ,det
1773,ゼネコン・総合建設,default
6343,産業機械・工作機械,summary
3878,日用化学品・化粧品,summary
2683,食品スーパー・コンビニ,summary
6224,自動化・ロボティクス,summary
9304,貨物・物流・倉庫,det
7709,計測・分析・光学機器,det
5892,EC・通販・無店舗販売,summary
2768,総合商社・貿易,summary
2198,医療・介護・福祉サービス,summary
8996,不動産管理・仲介・賃貸,summary
2607,調味料・菓子・冷凍食品,summary
5609,鉄鋼・非鉄金属,det
3401,繊維・紙パルプ,det
7508,食品スーパー・コンビニ,summary
504A,医薬品・バイオ,det
9853,飲食チェーン・中食,summary
8596,証券・保険・その他金融,det
3774,サイバーセキュリティ・クラウド,summary
2818,調味料・菓子・冷凍食品,summary
2344,コンサルティング・BPO,summary
6564,環境・リサイクル・ビル管理,summary
5401,鉄鋼・非鉄金属,det
2820,調味料・菓子・冷凍食品,summary
9861,飲食チェーン・中食,summary
2932,調味料・菓子・冷凍食品,summary
6380,自動化・ロボティクス,summary
197A,医薬品・バイオ,det
5724,鉄鋼・非鉄金属,det
4011,AI・データ・IoT,summary
3391,ドラッグストア・HC,summary
2579,食品製造・飲料・酒類,summary
5301,ガラス・セラミックス・ゴム,det
7090,コンサルティング・BPO,summary
3097,飲食チェーン・中食,summary
4901,日用化学品・化粧品,summary
9037,貨物・物流・倉庫,summary
2730,衣料・家電・専門店,gics
7509,衣料・家電・専門店,default
2816,調味料・菓子・冷凍食品,summary
2585,食品製造・飲料・酒類,gics
2698,百貨店・総合スーパー,gics
141A,食品スーパー・コンビニ,summary
6997,半導体・半導体製造装置,summary
9163,人材サービス・派遣,summary
2872,食品製造・飲料・酒類,gics
3778,通信キャリア・放送,summary
9310,貨物・物流・倉庫,det
9252,広告・PR・マーケティング,summary
8252,衣料・家電・専門店,summary
7914,住宅設備・家具・生活用品,summary
9143,貨物・物流・倉庫,summary
8214,衣料・家電・専門店,summary
3793,ゲーム・デジタルコンテンツ,summary
3350,建材・資材・エネルギー卸,default
7674,飲食チェーン・中食,summary
9279,飲食チェーン・中食,summary
6549,広告・PR・マーケティング,summary
4023,基礎化学・石油化学,summary
2903,食品製造・飲料・酒類,summary
2224,調味料・菓子・冷凍食品,summary
7012,自動車・輸送用機器,det
5216,ガラス・セラミックス・ゴム,det
6752,電子部品・デバイス,summary
2393,医療・介護・福祉サービス,summary
2170,人材サービス・派遣,summary
5194,ガラス・セラミックス・ゴム,det
3184,衣料・家電・専門店,default
3927,ソフトウェア・SaaS,summary
3096,食品スーパー・コンビニ,summary
6326,建設機械・農業機械,summary
7421,飲食チェーン・中食,summary
5858,鉄鋼・非鉄金属,det
8769,人材サービス・派遣,summary
5036,ソフトウェア・SaaS,gics
3407,日用化学品・化粧品,summary
5101,ガラス・セラミックス・ゴム,det
2501,調味料・菓子・冷凍食品,summary
6966,電子部品・デバイス,summary
436A,ソフトウェア・SaaS,summary
6627,半導体・半導体製造装置,summary
2264,食品製造・飲料・酒類,summary
3673,ソフトウェア・SaaS,summary
4911,日用化学品・化粧品,summary
4183,日用化学品・化粧品,summary
9270,建材・資材・エネルギー卸,default
3178,飲食チェーン・中食,summary
6078,医療・介護・福祉サービス,summary
8174,衣料・家電・専門店,default
7462,衣料・家電・専門店,default
3041,建材・資材・エネルギー卸,default
2673,EC・通販・無店舗販売,summary
5019,資源・エネルギー・農林水産,det
7746,計測・分析・光学機器,det
9072,貨物・物流・倉庫,summary
8798,証券・保険・その他金融,det
7361,人材サービス・派遣,summary
7915,住宅設備・家具・生活用品,default
6723,半導体・半導体製造装置,summary
2395,コンサルティング・BPO,summary
1925,ゼネコン・総合建設,summary
2721,建材・資材・エネルギー卸,default
8848,不動産管理・仲介・賃貸,summary
1379,資源・エネルギー・農林水産,det
4061,日用化学品・化粧品,summary
7135,EC・通販・無店舗販売,summary
5406,鉄鋼・非鉄金属,det
7458,建材・資材・エネルギー卸,default
3205,繊維・紙パルプ,det
7771,計測・分析・光学機器,det
9661,エンタメ・スポーツ・その他サービス,default
3951,繊維・紙パルプ,det
4260,SI・受託開発(中堅),summary
3082,飲食チェーン・中食,summary
160A,コンサルティング・BPO,keyword
6005,産業機械・工作機械,default
9532,資源・エネルギー・農林水産,det
9029,貨物・物流・倉庫,summary
3877,繊維・紙パルプ,det
6264,産業機械・工作機械,default
4970,基礎化学・石油化学,gics
4544,医療・介護・福祉サービス,summary
7532,食品スーパー・コンビニ,summary
3628,SI・受託開発(中堅),default
9896,建材・資材・エネルギー卸,summary
7888,機能性化学・先端材料,default
523A,金属製品・金属加工,det
4410,日用化学品・化粧品,summary
7013,建設機械・農業機械,summary
9450,AI・データ・IoT,summary
6495,産業機械・工作機械,summary
4503,医薬品・バイオ,det
9278,EC・通販・無店舗販売,summary
4902,民生電機・情報端末,default
5201,ガラス・セラミックス・ゴム,det
4125,日用化学品・化粧品,summary
8058,総合商社・貿易,keyword
9843,衣料・家電・専門店,summary
7318,自動車・輸送用機器,det
2798,飲食チェーン・中食,summary
7022,建設機械・農業機械,summary
7366,人材サービス・派遣,summary
7363,広告・PR・マーケティング,summary
9076,鉄道・バス・旅客運輸,summary
9057,貨物・物流・倉庫,summary
6096,人材サービス・派遣,summary
7018,自動車・輸送用機器,det
2776,総合商社・貿易,summary
8133,建材・資材・エネルギー卸,summary
7780,計測・分析・光学機器,det
7682,飲食チェーン・中食,summary
7004,産業機械・工作機械,default
4004,日用化学品・化粧品,summary
6561,ホテル・旅行・レジャー,summary
2934,食品製造・飲料・酒類,default
9678,医療・介護・福祉サービス,summary
8002,建材・資材・エネルギー卸,summary
8039,食品・農産物卸,gics
7571,衣料・家電・専門店,summary
6197,教育・研修・資格,summary
5199,ガラス・セラミックス・ゴム,det
5232,ガラス・セラミックス・ゴム,det
8200,飲食チェーン・中食,summary
8142,食品・農産物卸,summary
4480,SI・受託開発(中堅),default
3910,SI・受託開発(中堅),summary
7947,機能性化学・先端材料,default
7047,人材サービス・派遣,summary
469A,ホテル・旅行・レジャー,gics
3563,飲食チェーン・中食,summary
3196,飲食チェーン・中食,summary
6547,ホテル・旅行・レジャー,summary
8876,コンサルティング・BPO,summary
3058,衣料・家電・専門店,gics
6740,電子部品・デバイス,summary
2462,人材サービス・派遣,summary
3549,衣料・家電・専門店,summary
5952,金属製品・金属加工,det
2931,食品製造・飲料・酒類,default
8053,総合商社・貿易,summary
3551,繊維・紙パルプ,det
9360,サイバーセキュリティ・クラウド,summary
3418,飲食チェーン・中食,summary
7585,飲食チェーン・中食,summary
6062,人材サービス・派遣,summary
5255,Webプラットフォーム・EC,summary
9218,人材サービス・派遣,summary
5981,金属製品・金属加工,det
7603,衣料・家電・専門店,summary
8030,食品・農産物卸,gics
9145,鉄道・バス・旅客運輸,summary
9322,貨物・物流・倉庫,det
7201,自動車・輸送用機器,det
8914,不動産管理・仲介・賃貸,summary
9633,不動産管理・仲介・賃貸,summary
9976,ドラッグストア・HC,summary
3480,不動産管理・仲介・賃貸,summary
2469,人材サービス・派遣,summary
9302,貨物・物流・倉庫,det
339A,コンサルティング・BPO,summary
6089,人材サービス・派遣,summary
9636,エンタメ・スポーツ・その他サービス,default
3187,EC・通販・無店舗販売,gics
3387,飲食チェーン・中食,summary
9064,貨物・物流・倉庫,summary
8166,衣料・家電・専門店,summary
6071,コンサルティング・BPO,summary
2762,飲食チェーン・中食,summary
1383,資源・エネルギー・農林水産,det
1407,ゼネコン・総合建設,default
2694,飲食チェーン・中食,summary
7520,食品スーパー・コンビニ,summary
9306,貨物・物流・倉庫,det
4777,ゲーム・デジタルコンテンツ,summary
3099,食品スーパー・コンビニ,summary
8163,飲食チェーン・中食,summary
262A,衣料・家電・専門店,default
7074,教育・研修・資格,summary
3349,衣料・家電・専門店,summary
414A,ゲーム・デジタルコンテンツ,summary
6472,建設機械・農業機械,summary
8031,総合商社・貿易,summary
2157,ホテル・旅行・レジャー,summary
7367,人材サービス・派遣,summary
4098,日用化学品・化粧品,summary
7238,自動車・輸送用機器,det
2695,飲食チェーン・中食,summary
5491,鉄鋼・非鉄金属,det
8001,建材・資材・エネルギー卸,summary
195A,エンタメ・スポーツ・その他サービス,default
8585,証券・保険・その他金融,det
9010,鉄道・バス・旅客運輸,summary
5480,鉄鋼・非鉄金属,det
4222,機能性化学・先端材料,default
6039,教育・研修・資格,summary
9104,貨物・物流・倉庫,det
3190,衣料・家電・専門店,default
7126,飲食チェーン・中食,summary
8793,証券・保険・その他金融,det
1820,ゼネコン・総合建設,gics
3976,ソフトウェア・SaaS,gics
7524,飲食チェーン・中食,summary
9308,貨物・物流・倉庫,det
194A,ホテル・旅行・レジャー,summary
